,Time,Value,Nucleotides
0,17,0.1589432,25.00044755031081
1,17.05,0.1589432,24.38555414802977
2,17.1,0.1589432,23.78071438985785
3,17.15,0.1589432,23.185953920454267
4,17.2,0.1295919,22.60129840892921
5,17.25,9.370131E-02,22.026773548845426
6,17.3,0.0920777,21.46240505821686
7,17.35,0.1173434,20.908218679509332
8,17.4,0.1250867,20.364240179640433
9,17.45,0.1189731,19.830495349979287
10,17.5,0.1007475,19.307010006347014
11,17.55,9.706696E-02,18.79380998901604
12,17.6,7.084671E-02,18.2909211627109
13,17.65,5.460738E-02,17.798369416607898
14,17.7,5.280009E-02,17.316180664334183
15,17.75,3.701618E-02,16.84438084396993
16,17.8,1.464476E-02,16.38299591804605
17,17.85,5.264411E-03,15.932051873545447
18,17.9,-1.227379E-03,15.491574721902907
19,17.95,-6.619878E-04,15.061590499004751
20,18,-9.95636E-04,14.642125265189065
21,18.05,2.154476E-02,14.233205105245588
22,18.1,4.473063E-02,13.83485612841605
23,18.15,4.446134E-02,13.44710446839349
24,18.2,3.641294E-02,13.069976283322717
25,18.25,2.820417E-02,12.703497755800754
26,18.3,1.670421E-02,12.347695092875597
27,18.35,0.0173229,12.00259452604746
28,18.4,2.285335E-02,11.668222311268323
29,18.45,2.483659E-02,11.344604728941363
30,18.5,1.860068E-02,11.031768083922088
31,18.55,1.754387E-04,10.729738705517093
32,18.6,-5.722591E-03,10.438542947485416
33,18.65,-3.728999E-03,10.158207188037295
34,18.7,-4.56297E-03,9.888757829834617
35,18.75,2.746735E-03,9.630221299991263
36,18.8,-8.219921E-03,9.382624050072764
37,18.85,-2.874906E-02,9.145992556096303
38,18.9,-4.234451E-02,8.920353318531056
39,18.95,-4.735961E-02,8.705732862297282
40,19,-3.932797E-02,8.502157736767344
41,19.05,-1.491777E-02,8.309654515765828
42,19.1,9.350061E-03,8.128249797567946
43,19.15,2.075634E-02,7.957970204901471
44,19.2,1.610713E-02,7.798842384945374
45,19.25,8.52799E-03,7.650893009331071
46,19.3,-4.302631E-04,7.514148774140608
47,19.35,1.722694E-03,7.388636399908819
48,19.4,1.406723E-02,7.274382631621393
49,19.45,2.287911E-02,7.171414238716352
50,19.5,2.517419E-02,7.07975801508303
51,19.55,2.704901E-02,6.999440779062866
52,19.6,2.716698E-02,6.930489373448495
53,19.65,1.681772E-02,6.872930665484773
54,19.7,1.070089E-02,6.826791546867867
55,19.75,1.442317E-02,6.792098933746047
56,19.8,1.648621E-02,6.768879766718783
57,19.85,0.0209951,6.757161010837876
58,19.9,2.418292E-02,6.756969655606213
59,19.95,1.069025E-02,6.76833271497901
60,20,-6.930165E-03,6.791277227362912
61,20.05,-8.758564E-03,6.825830255615983
62,20.1,-2.81346E-03,6.872018887048398
63,20.15,-3.912183E-03,6.92987023342198
64,20.2,2.444062E-03,6.999411430950204
65,20.25,2.706474E-02,7.080669640298083
66,20.3,4.041375E-02,7.173672046582851
67,20.35,4.911215E-02,7.278445859372937
68,20.4,5.490458E-02,7.395018312688649
69,20.45,5.539884E-02,7.523416665002173
70,20.5,4.761411E-02,7.663668199237236
71,20.55,4.999939E-02,7.815800222769099
72,20.6,5.900086E-02,7.979840067425243
73,20.65,6.741829E-02,8.15581508948435
74,20.7,7.519735E-02,8.343752669677201
75,20.75,8.000468E-02,8.543680213186121
76,20.8,0.0588203,8.755625149645198
77,20.85,0.0410785,8.979614933139942
78,20.9,2.837291E-02,9.215677042208085
79,20.95,3.019243E-02,9.463838979838556
80,21,3.410145E-02,9.724128273472502
81,21.05,4.679343E-02,9.996572475002495
82,21.1,5.305358E-02,10.281199160772758
83,21.15,4.648859E-02,10.578035931579393
84,21.2,4.227152E-02,10.887110412670268
85,21.25,4.631997E-02,11.208450253744559
86,21.3,0.0579903,11.542083128953891
87,21.35,0.0659152,11.88803673690063
88,21.4,7.605798E-02,12.246338800639705
