Data File Name,Eukaryote Total RNA Nano_2020-10-15_13-51-11.xad
Data File Path,C:\Program Files (x86)\Agilent\2100 bioanalyzer\2100 expert\Data\2020-10-15
Date Created,"Thursday, October 15, 2020 8:51:11 PM"
Date Last Modified,"Thursday, October 15, 2020 9:30:27 PM"
Version Created,B.02.10.SI764
Version Last Modified,B.02.10.SI764
 
Assay Name,Eukaryote Total RNA Nano Series II
Assay Path,C:\Program Files (x86)\Agilent\2100 bioanalyzer\2100 expert\assays\RNA
Assay Title,Eukaryote Total RNA Nano
Assay Version,2.6
 
Number of Samples Run,12
 
Sample Name,RNA-U*-3
Number of Events,1060
 
Time,Value
17,-1.698685E-02
17.05,-1.698685E-02
17.1,-1.698685E-02
17.15,-1.698685E-02
17.2,-1.698685E-02
17.25,-1.698685E-02
17.3,-1.698685E-02
17.35,-1.698685E-02
17.4,-1.698685E-02
17.45,-3.969838E-02
17.5,-5.296368E-02
17.55,-7.377794E-02
17.6,-8.313639E-02
17.65,-0.0654479
17.7,-5.256288E-02
17.75,-4.511552E-02
17.8,-3.096973E-02
17.85,-2.507821E-02
17.9,-5.419539E-02
17.95,-7.038994E-02
18,-7.530594E-02
18.05,-7.123663E-02
18.1,-4.241344E-02
18.15,-2.753688E-02
18.2,-1.388435E-03
18.25,-3.658697E-03
18.3,1.753382E-02
18.35,3.711469E-02
18.4,6.790534E-02
18.45,9.614944E-02
18.5,0.1318903
18.55,0.1636379
18.6,0.2033496
18.65,0.2454986
18.7,0.2703446
18.75,0.2619034
18.8,0.2468375
18.85,0.2122566
18.9,0.1728477
18.95,0.1369632
19,0.1055637
19.05,6.737817E-02
19.1,3.201758E-02
19.15,2.368313E-02
19.2,0.0371113
19.25,4.074172E-02
19.3,2.448502E-02
19.35,3.662872E-03
19.4,-1.906003E-02
19.45,-0.0394346
19.5,-0.0555102
19.55,-5.507874E-02
19.6,-6.024693E-02
19.65,-6.715029E-02
19.7,-7.104532E-02
19.75,-6.537077E-02
19.8,-4.960034E-02
19.85,-4.659154E-02
19.9,-4.416705E-02
19.95,-3.909206E-02
20,-2.654482E-02
20.05,-3.485982E-02
20.1,-3.271045E-02
20.15,-0.0372714
20.2,-2.058764E-02
20.25,-1.772308E-02
20.3,-8.080115E-04
20.35,-1.047661E-02
20.4,-6.266146E-03
20.45,-1.910796E-02
20.5,-2.968424E-02
20.55,-5.230504E-02
20.6,-6.242003E-02
20.65,-7.609838E-02
20.7,-5.859146E-02
20.75,-3.320758E-02
20.8,-5.928002E-03
20.85,5.455347E-03
20.9,-1.969376E-02
20.95,-5.046027E-02
21,-5.778888E-02
21.05,-3.671465E-02
21.1,-4.714688E-03
21.15,2.283096E-02
21.2,3.018567E-02
21.25,2.363897E-02
21.3,4.10764E-03
21.35,-1.037691E-02
21.4,-9.770807E-03
21.45,2.199471E-03
21.5,1.556052E-02
21.55,9.818084E-03
21.6,3.417206E-03
21.65,5.399816E-03
21.7,8.346942E-04
21.75,-1.700083E-03
21.8,-1.397459E-02
21.85,-2.646626E-02
21.9,-3.779341E-02
21.95,-5.649091E-02
22,-5.119493E-02
22.05,-0.0410417
22.1,-7.903235E-02
22.15,-9.177333E-02
22.2,0.1718049
22.25,1.25959
22.3,3.586905
22.35,7.127461
22.4,11.20042
22.45,14.66302
22.5,16.46118
22.55,16.25776
22.6,14.36393
22.65,11.66618
22.7,8.850071
22.75,6.392158
22.8,4.43876
22.85,2.905211
22.9,1.779376
22.95,1.027496
23,0.5408337
23.05,0.2725126
23.1,0.1110321
23.15,4.514932E-02
23.2,3.502163E-02
23.25,0.0300294
23.3,5.915612E-02
23.35,8.959758E-02
23.4,0.1080101
23.45,0.125154
23.5,0.1460601
23.55,0.1571045
23.6,0.1286301
23.65,8.986716E-02
23.7,7.101022E-02
23.75,5.846341E-02
23.8,4.868921E-02
23.85,4.151001E-02
23.9,3.585475E-02
23.95,2.537498E-02
24,1.082102E-02
24.05,9.608308E-03
24.1,4.340929E-02
24.15,0.0820312
24.2,0.1020744
24.25,0.1148076
24.3,0.1443629
24.35,0.1774257
24.4,0.2038359
24.45,0.2175766
24.5,0.2331509
24.55,0.2353586
24.6,0.2404693
24.65,0.2462601
24.7,0.2672589
24.75,0.2899628
24.8,0.3048712
24.85,0.2981933
24.9,0.2879621
24.95,0.2926972
25,0.2890405
25.05,0.2586768
25.1,0.274422
25.15,0.2953053
25.2,0.335556
25.25,0.4149141
25.3,0.5036256
25.35,0.5961407
25.4,0.6460686
25.45,0.6705945
25.5,0.683118
25.55,0.6640558
25.6,0.636861
25.65,0.6016625
25.7,0.5751565
25.75,0.5628842
25.8,0.5428642
25.85,0.5327603
25.9,0.5338905
25.95,0.5281405
26,0.5189444
26.05,0.5206314
26.1,0.5657455
26.15,0.644671
26.2,0.7210009
26.25,0.8110847
26.3,0.9205534
26.35,1.027962
26.4,1.106341
26.45,1.173923
26.5,1.234391
26.55,1.243652
26.6,1.221608
26.65,1.173438
26.7,1.137981
26.75,1.094405
26.8,1.074386
26.85,1.081435
26.9,1.109043
26.95,1.121987
27,1.132439
27.05,1.093238
27.1,1.087232
27.15,1.072465
27.2,1.091592
27.25,1.099653
27.3,1.152411
27.35,1.275679
27.4,1.482615
27.45,1.81234
27.5,2.318281
27.55,2.978555
27.6,3.744516
27.65,4.477162
27.7,5.043181
27.75,5.313598
27.8,5.265945
27.85,5.010397
27.9,4.690133
27.95,4.414599
28,4.226574
28.05,4.114573
28.1,4.06858
28.15,4.067325
28.2,4.108577
28.25,4.200237
28.3,4.337523
28.35,4.516375
28.4,4.710871
28.45,4.911224
28.5,5.091859
28.55,5.180136
28.6,5.078382
28.65,4.80717
28.7,4.499192
28.75,4.311266
28.8,4.341318
28.85,4.600167
28.9,4.989054
28.95,5.314156
29,5.437471
29.05,5.380277
29.1,5.303887
29.15,5.27314
29.2,5.417031
29.25,5.675426
29.3,5.976149
29.35,6.129807
29.4,6.164961
29.45,6.104121
29.5,6.043111
29.55,6.046007
29.6,6.141363
29.65,6.272681
29.7,6.424065
29.75,6.516696
29.8,6.602017
29.85,6.670928
29.9,6.724122
29.95,6.792369
30,6.868808
30.05,7.009057
30.1,7.200428
30.15,7.437194
30.2,7.701308
30.25,7.955301
30.3,8.14829
30.35,8.231294
30.4,8.231017
30.45,8.237432
30.5,8.266885
30.55,8.296509
30.6,8.286656
30.65,8.174628
30.7,8.010076
30.75,7.851926
30.8,7.796412
30.85,7.946052
30.9,8.339546
30.95,8.915838
31,9.558619
31.05,10.22719
31.1,10.86646
31.15,11.26759
31.2,11.25491
31.25,10.75828
31.3,9.900366
31.35,8.909392
31.4,8.021614
31.45,7.53709
31.5,7.534073
31.55,7.927189
31.6,8.525218
31.65,9.006211
31.7,9.329739
31.75,9.513514
31.8,9.626818
31.85,9.838934
31.9,10.27108
31.95,10.93627
32,11.72415
32.05,12.49722
32.1,13.23785
32.15,13.81849
32.2,14.15216
32.25,14.20123
32.3,14.01015
32.35,13.68216
32.4,13.29558
32.45,12.90007
32.5,12.51964
32.55,12.06591
32.6,11.55967
32.65,11.08858
32.7,10.74189
32.75,10.5927
32.8,10.60853
32.85,10.69349
32.9,10.75625
32.95,10.79905
33,10.82379
33.05,10.88894
33.1,11.014
33.15,11.24607
33.2,11.50418
33.25,11.76039
33.3,12.088
33.35,12.57203
33.4,13.30711
33.45,14.36393
33.5,15.66076
33.55,17.00056
33.6,17.99269
33.65,18.40125
33.7,18.31311
33.75,17.77979
33.8,17.20669
33.85,16.90874
33.9,16.99367
33.95,17.38031
34,17.85553
34.05,18.29447
34.1,18.56308
34.15,18.5435
34.2,18.39653
34.25,18.23254
34.3,18.09795
34.35,18.13993
34.4,18.53762
34.45,19.2654
34.5,20.13216
34.55,20.87656
34.6,21.22322
34.65,20.98371
34.7,20.2509
34.75,19.34187
34.8,18.62323
34.85,18.42707
34.9,18.99136
34.95,20.47185
35,22.93478
35.05,26.58085
35.1,32.10207
35.15,40.3048
35.2,52.03464
35.25,68.37261
35.3,89.16708
35.35,112.6452
35.4,136.6651
35.45,160.0077
35.5,182.8538
35.55,206.1746
35.6,228.2803
35.65,244.4907
35.7,250.1542
35.75,243.0126
35.8,224.4522
35.85,199.113
35.9,171.9096
35.95,146.2982
36,122.0768
36.05,98.65437
36.1,77.14924
36.15,58.47548
36.2,43.38932
36.25,31.99187
36.3,23.62897
36.35,17.46165
36.4,12.76912
36.45,9.264175
36.5,6.702579
36.55,4.833391
36.6,3.502418
36.65,2.516382
36.7,1.819308
36.75,1.341439
36.8,0.9989424
36.85,0.7719654
36.9,0.6176567
36.95,0.5036868
37,0.4154825
37.05,0.3326745
37.1,0.260753
37.15,0.2134861
37.2,0.186585
37.25,0.180693
37.3,0.1825515
37.35,0.171941
37.4,0.1573716
37.45,0.1528312
37.5,0.1685812
37.55,0.1892
37.6,0.2090845
37.65,0.215753
37.7,0.2149302
37.75,0.2000914
37.8,0.1883255
37.85,0.1760318
37.9,0.1593263
37.95,0.1275025
38,0.1135792
38.05,9.172656E-02
38.1,9.498502E-02
38.15,0.0743036
38.2,6.852505E-02
38.25,5.148315E-02
38.3,4.482529E-02
38.35,0.0508159
38.4,6.792895E-02
38.45,8.313382E-02
38.5,0.1189117
38.55,0.1389441
38.6,0.1458359
38.65,0.1607461
38.7,0.1605446
38.75,0.1654709
38.8,0.1750709
38.85,0.1717218
38.9,0.1592773
38.95,0.1533845
39,0.153066
39.05,0.1460295
39.1,0.144601
39.15,0.1612602
39.2,0.1766159
39.25,0.1765897
39.3,0.1754996
39.35,0.1898302
39.4,0.2173571
39.45,0.2343857
39.5,0.2535229
39.55,0.2814197
39.6,0.2820905
39.65,0.2763209
39.7,0.280762
39.75,0.2848938
39.8,0.3059852
39.85,0.3231178
39.9,0.3337116
39.95,0.3401461
40,0.3227413
40.05,0.2968796
40.1,0.3042754
40.15,0.2975802
40.2,0.3040692
40.25,0.3151316
40.3,0.3164047
40.35,0.3004163
40.4,0.29545
40.45,0.2744808
40.5,0.2737236
40.55,0.2958083
40.6,0.3258065
40.65,0.3739186
40.7,0.4365233
40.75,0.5075299
40.8,0.6560339
40.85,0.860747
40.9,1.148404
40.95,1.422652
41,1.563335
41.05,1.596271
41.1,1.570067
41.15,1.491089
41.2,1.408224
41.25,1.357001
41.3,1.283222
41.35,1.177194
41.4,1.048799
41.45,0.9282346
41.5,0.8242912
41.55,0.7329176
41.6,0.6555591
41.65,0.6009698
41.7,0.5431409
41.75,0.4863662
41.8,0.4476372
41.85,0.39924
41.9,0.356309
41.95,0.3157827
42,0.2691042
42.05,0.2156172
42.1,0.17264
42.15,0.1369301
42.2,0.1158431
42.25,0.0977872
42.3,9.819488E-02
42.35,0.1074136
42.4,0.1033645
42.45,9.486961E-02
42.5,7.292257E-02
42.55,0.0734164
42.6,7.196726E-02
42.65,8.302402E-02
42.7,9.338097E-02
42.75,9.006882E-02
42.8,7.674936E-02
42.85,5.044771E-02
42.9,3.034415E-02
42.95,2.923534E-02
43,2.616979E-02
43.05,3.880871E-02
43.1,3.827179E-02
43.15,5.167979E-02
43.2,6.193695E-02
43.25,5.558913E-02
43.3,7.701746E-02
43.35,0.1078474
43.4,0.1249443
43.45,0.1285502
43.5,0.1152822
43.55,0.103046
43.6,8.676206E-02
43.65,7.691117E-02
43.7,7.766221E-02
43.75,0.0655848
43.8,3.657998E-02
43.85,2.344281E-02
43.9,3.459191E-02
43.95,4.567781E-02
44,4.359588E-02
44.05,3.985456E-02
44.1,3.432844E-02
44.15,0.0201471
44.2,2.283087E-02
44.25,4.053949E-02
44.3,6.131176E-02
44.35,7.109888E-02
44.4,6.452532E-02
44.45,6.896152E-02
44.5,8.289032E-02
44.55,7.787628E-02
44.6,9.034362E-02
44.65,9.208777E-02
44.7,8.501949E-02
44.75,7.350761E-02
44.8,6.016797E-02
44.85,6.357611E-02
44.9,3.839743E-02
44.95,2.145851E-02
45,2.048874E-02
45.05,7.590763E-03
45.1,1.611568E-02
45.15,3.801333E-02
45.2,5.887573E-02
45.25,6.321217E-02
45.3,5.576284E-02
45.35,5.295212E-02
45.4,2.354071E-02
45.45,2.793655E-02
45.5,3.090286E-02
45.55,4.159022E-02
45.6,0.0567935
45.65,5.998817E-02
45.7,5.383672E-02
45.75,4.201346E-02
45.8,4.412774E-02
45.85,0.0496812
45.9,2.522812E-02
45.95,-5.299484E-04
46,-8.003202E-03
46.05,0.0075681
46.1,3.476014E-02
46.15,0.0597057
46.2,0.0758961
46.25,7.377477E-02
46.3,6.791587E-02
46.35,7.079192E-02
46.4,0.0828044
46.45,9.915099E-02
46.5,9.489225E-02
46.55,7.566182E-02
46.6,5.446837E-02
46.65,5.084407E-02
46.7,5.415646E-02
46.75,6.796066E-02
46.8,8.535156E-02
46.85,0.1065343
46.9,0.1207112
46.95,0.1193479
47,0.1193799
47.05,0.1132825
47.1,0.1074988
47.15,0.1041161
47.2,0.1278312
47.25,0.1380959
47.3,0.1464172
47.35,0.1741582
47.4,0.2062547
47.45,0.2103345
47.5,0.213546
47.55,0.2045191
47.6,0.2046404
47.65,0.1971068
47.7,0.1960991
47.75,0.2098705
47.8,0.2039832
47.85,0.2016742
47.9,0.2070411
47.95,0.2060202
48,0.2029253
48.05,0.1914641
48.1,0.1701326
48.15,0.1438721
48.2,0.1213294
48.25,0.1098142
48.3,0.1103962
48.35,0.1088181
48.4,0.1049226
48.45,9.579214E-02
48.5,8.813658E-02
48.55,8.986804E-02
48.6,9.016556E-02
48.65,9.987808E-02
48.7,0.1077294
48.75,9.776761E-02
48.8,7.262879E-02
48.85,5.514035E-02
48.9,4.101421E-02
48.95,3.655242E-02
49,3.461197E-02
49.05,3.038254E-02
49.1,3.048522E-02
49.15,1.858048E-02
49.2,2.545599E-02
49.25,1.854923E-02
49.3,5.332532E-03
49.35,2.398245E-04
49.4,9.078107E-03
49.45,-1.174114E-02
49.5,-3.498077E-03
49.55,3.846085E-03
49.6,2.280862E-02
49.65,1.977925E-02
49.7,3.659457E-02
49.75,4.819695E-02
49.8,5.299895E-02
49.85,5.882028E-02
49.9,5.853067E-02
49.95,4.908752E-02
50,4.150778E-02
50.05,0.0255114
50.1,1.705322E-02
50.15,2.080676E-02
50.2,2.954498E-02
50.25,3.316119E-02
50.3,3.855773E-02
50.35,5.059089E-02
50.4,6.117783E-02
50.45,6.105563E-02
50.5,5.508433E-02
50.55,4.298851E-02
50.6,3.016226E-02
50.65,3.041846E-02
50.7,4.271712E-02
50.75,5.143696E-02
50.8,5.269269E-02
50.85,4.466838E-02
50.9,2.784809E-02
50.95,2.598736E-02
51,3.324114E-02
51.05,3.474177E-02
51.1,0.0254306
51.15,8.234654E-03
51.2,-7.009977E-03
51.25,-4.463518E-03
51.3,5.836487E-03
51.35,1.126145E-02
51.4,2.495626E-02
51.45,3.543985E-02
51.5,4.579547E-02
51.55,3.312399E-02
51.6,0.0280038
51.65,2.114395E-02
51.7,-7.305345E-03
51.75,-2.090454E-02
51.8,-1.139704E-02
51.85,-8.290094E-03
51.9,-1.011414E-02
51.95,-1.155732E-02
52,2.001775E-02
52.05,4.211877E-02
52.1,3.819389E-02
52.15,3.046097E-02
52.2,-5.729675E-04
52.25,-1.637683E-02
52.3,-3.005957E-02
52.35,-2.562532E-02
52.4,1.425644E-03
52.45,1.659597E-02
52.5,1.469278E-02
52.55,6.074104E-03
52.6,-4.770125E-04
52.65,3.701782E-03
52.7,7.23742E-03
52.75,1.849288E-02
52.8,3.525381E-02
52.85,3.880243E-02
52.9,2.638884E-02
52.95,3.322412E-03
53,-1.834767E-02
53.05,-2.595222E-02
53.1,-1.132789E-02
53.15,3.052975E-02
53.2,8.184961E-02
53.25,0.1183504
53.3,0.1344088
53.35,0.1326566
53.4,0.1203006
53.45,0.1070468
53.5,0.1117924
53.55,0.124089
53.6,0.1235627
53.65,0.1134433
53.7,0.1058188
53.75,7.939267E-02
53.8,0.0699672
53.85,6.949976E-02
53.9,0.0814326
