Samples,Nucleotide,k_deg per hour,k_deg_err per hour
Eterna_hHBB+3XHANluc+JEV+hHBB+F30Pepper_EiFisker_Yellowstone,Unmodified, 0.56068, 0.06340
Eterna_hHBB+3XHANluc+JEV+hHBB+F30Pepper_jiabei618_LinearDesign-1,Unmodified, 0.21371, 0.04171
hHBB_Nluc_hHBB,Unmodified, 0.75886, 0.13882
Eterna_hHBB+3XHANluc+JEV+hHBB+F30Pepper_GC-rich_2,Unmodified, 0.45065, 0.13566
Eterna_hHBB+3XHANluc+JEV+hHBB+F30Pepper_John2000_LinearDesign-LocalDesign_w50 (),Unmodified, 0.48757, 0.02251
Eterna_hHBB+3XHANluc+JEV+hHBB+F30Pepper_-423.7 kCal,Unmodified, 0.53524, 0.06570
