Sample,Nucleotide,Timepoint,Plate,FileNumber,FracIntactNorm,FracIntact,TotalArea,Total_mRNA,PeakArea1,PeakArea2,PeakArea3
Eterna_hHBB+3XHANluc+JEV+hHBB+F30Pepper_jiabei618_LinearDesign-1,Unmodified,0.000000,2,2, 1.00000, 1.48662,412.09229,204.84468,137.02395,70.22366,104.39583
Eterna_hHBB+3XHANluc+JEV+hHBB+F30Pepper_jiabei618_LinearDesign-1,Unmodified,0.500000,2,3, 0.87986, 1.30802,340.71428,136.71163,134.60881,69.39383,90.76866
Eterna_hHBB+3XHANluc+JEV+hHBB+F30Pepper_jiabei618_LinearDesign-1,Unmodified,1.000000,2,4, 0.80913, 1.20287,381.16913,176.86003,137.17972,67.12938,80.74786
Eterna_hHBB+3XHANluc+JEV+hHBB+F30Pepper_jiabei618_LinearDesign-1,Unmodified,1.500000,2,5, 0.75237, 1.11849,405.64211,197.10625,138.97571,69.56016,77.80234
Eterna_hHBB+3XHANluc+JEV+hHBB+F30Pepper_jiabei618_LinearDesign-1,Unmodified,2.000000,2,6, 0.70669, 1.05057,415.09500,209.52927,140.46783,65.09789,68.39002
Eterna_hHBB+3XHANluc+JEV+hHBB+F30Pepper_jiabei618_LinearDesign-1,Unmodified,3.000000,2,7, 0.61896, 0.92015,441.56065,223.31098,136.33194,81.91773,75.37679
Eterna_hHBB+3XHANluc+JEV+hHBB+F30Pepper_jiabei618_LinearDesign-1,Unmodified,4.000000,2,8, 0.57187, 0.85016,494.44542,281.90895,134.84763,77.68884,66.04765
Eterna_hHBB+3XHANluc+JEV+hHBB+F30Pepper_jiabei618_LinearDesign-1,Unmodified,5.000000,2,9, 0.50425, 0.74963,553.33634,326.14342,135.21479,91.97813,68.94964
Eterna_hHBB+3XHANluc+JEV+hHBB+F30Pepper_jiabei618_LinearDesign-1,Unmodified,18.000000,2,10, 0.06690, 0.09945,410.14660,208.27197,135.64435,66.23028, 6.58656
Eterna_hHBB+3XHANluc+JEV+hHBB+F30Pepper_jiabei618_LinearDesign-1,Unmodified,24.000000,2,11,-0.02651,-0.03940,525.83636,304.66921,132.75748,88.40966,-3.48376
hHBB_Nluc_hHBB,Unmodified,0.000000,3,3, 1.00000, 3.72759,793.25629,517.15544,191.43875,84.66210,315.58585
hHBB_Nluc_hHBB,Unmodified,0.500000,3,4, 0.62794, 2.34069,597.45484,323.65385,189.52975,84.27124,197.25262
hHBB_Nluc_hHBB,Unmodified,1.000000,3,5, 0.42072, 1.56827,715.74733,448.65505,188.98126,78.11103,122.49880
hHBB_Nluc_hHBB,Unmodified,1.500000,3,6, 0.26836, 1.00035,754.61175,472.40824,194.20126,88.00225,88.03299
hHBB_Nluc_hHBB,Unmodified,2.000000,3,7, 0.14854, 0.55370,625.19307,366.29575,184.52552,74.37180,41.17964
hHBB_Nluc_hHBB,Unmodified,3.000000,3,8, 0.09082, 0.33854,744.73570,463.91412,190.45153,90.37005,30.59410
hHBB_Nluc_hHBB,Unmodified,4.000000,3,9, 0.03946, 0.14708,713.80304,435.82929,190.83574,87.13800,12.81588
hHBB_Nluc_hHBB,Unmodified,5.000000,3,10, 0.02510, 0.09357,676.09152,399.48199,191.37823,85.23130, 7.97469
hHBB_Nluc_hHBB,Unmodified,18.000000,3,11,-0.00678,-0.02527,713.67925,409.21787,191.13268,113.32870,-2.86408
hHBB_Nluc_hHBB,Unmodified,24.000000,3,12, 0.00445, 0.01659,711.17211,410.54286,193.70467,106.92458, 1.77399
Eterna_hHBB+3XHANluc+JEV+hHBB+F30Pepper_GC-rich_2,Unmodified,0.000000,4,2, 1.00000, 4.56058,457.08743,268.52755,151.50224,37.05765,169.00438
Eterna_hHBB+3XHANluc+JEV+hHBB+F30Pepper_GC-rich_2,Unmodified,0.500000,4,3, 0.80988, 3.69351,407.78687,219.20829,152.79589,35.78268,132.16370
Eterna_hHBB+3XHANluc+JEV+hHBB+F30Pepper_GC-rich_2,Unmodified,1.000000,4,4, 0.53287, 2.43019,412.55845,224.49312,150.88702,37.17831,90.35018
Eterna_hHBB+3XHANluc+JEV+hHBB+F30Pepper_GC-rich_2,Unmodified,1.500000,4,5, 0.51697, 2.35769,518.95586,310.50854,159.76211,48.68521,114.78445
Eterna_hHBB+3XHANluc+JEV+hHBB+F30Pepper_GC-rich_2,Unmodified,2.000000,4,6, 0.35968, 1.64035,530.88286,321.24627,159.09027,50.54632,82.91346
Eterna_hHBB+3XHANluc+JEV+hHBB+F30Pepper_GC-rich_2,Unmodified,3.000000,4,7, 0.18453, 0.84155,430.79763,241.23038,152.22017,37.34708,31.42939
Eterna_hHBB+3XHANluc+JEV+hHBB+F30Pepper_GC-rich_2,Unmodified,4.000000,4,8, 0.13146, 0.59952,513.96574,303.96955,156.09725,53.89894,32.31324
Eterna_hHBB+3XHANluc+JEV+hHBB+F30Pepper_GC-rich_2,Unmodified,5.000000,4,9, 0.09695, 0.44217,433.18339,229.06640,155.68527,48.43171,21.41510
Eterna_hHBB+3XHANluc+JEV+hHBB+F30Pepper_GC-rich_2,Unmodified,18.000000,4,10, 0.06081, 0.27733,302.52236,129.10683,157.18280,16.23273, 4.50184
Eterna_hHBB+3XHANluc+JEV+hHBB+F30Pepper_GC-rich_2,Unmodified,24.000000,4,11, 0.00783, 0.03572,392.30611,198.18267,152.85703,41.26641, 1.47395
Eterna_hHBB+3XHANluc+JEV+hHBB+F30Pepper_John2000_LinearDesign-LocalDesign_w50 (),Unmodified,0.000000,7,2, 1.00000, 1.08605,446.20359,220.21391,141.43768,84.55200,91.82768
Eterna_hHBB+3XHANluc+JEV+hHBB+F30Pepper_John2000_LinearDesign-LocalDesign_w50 (),Unmodified,0.500000,7,3, 0.84830, 0.92130,481.38852,247.65430,144.47792,89.25630,82.23166
Eterna_hHBB+3XHANluc+JEV+hHBB+F30Pepper_John2000_LinearDesign-LocalDesign_w50 (),Unmodified,1.000000,7,4, 0.63557, 0.69026,457.46028,230.43775,143.56688,83.45565,57.60579
Eterna_hHBB+3XHANluc+JEV+hHBB+F30Pepper_John2000_LinearDesign-LocalDesign_w50 (),Unmodified,1.500000,7,5, 0.61029, 0.66281,464.50744,243.78191,145.14938,75.57614,50.09230
Eterna_hHBB+3XHANluc+JEV+hHBB+F30Pepper_John2000_LinearDesign-LocalDesign_w50 (),Unmodified,2.000000,7,6, 0.46885, 0.50919,509.92304,272.54332,146.13528,91.24444,46.46112
Eterna_hHBB+3XHANluc+JEV+hHBB+F30Pepper_John2000_LinearDesign-LocalDesign_w50 (),Unmodified,3.000000,7,7, 0.26961, 0.29281,467.28673,248.30223,135.51191,83.47258,24.44176
Eterna_hHBB+3XHANluc+JEV+hHBB+F30Pepper_John2000_LinearDesign-LocalDesign_w50 (),Unmodified,4.000000,7,8, 0.11232, 0.12198,464.82257,237.75850,137.50722,89.55685,10.92412
Eterna_hHBB+3XHANluc+JEV+hHBB+F30Pepper_John2000_LinearDesign-LocalDesign_w50 (),Unmodified,5.000000,7,9, 0.08649, 0.09394,444.74532,227.89556,137.35621,79.49354, 7.46743
Eterna_hHBB+3XHANluc+JEV+hHBB+F30Pepper_John2000_LinearDesign-LocalDesign_w50 (),Unmodified,18.000000,7,10,-0.00051,-0.00055,407.61093,193.28015,137.81569,76.51510,-0.04243
Eterna_hHBB+3XHANluc+JEV+hHBB+F30Pepper_John2000_LinearDesign-LocalDesign_w50 (),Unmodified,24.000000,7,11, 0.00216, 0.00235,447.39839,227.20807,138.00909,82.18123, 0.19311
Eterna_hHBB+3XHANluc+JEV+hHBB+F30Pepper_-423.7 kCal,Unmodified,0.000000,8,2, 1.00000, 1.99879,477.81925,281.38425,122.97752,73.45748,146.82643
Eterna_hHBB+3XHANluc+JEV+hHBB+F30Pepper_-423.7 kCal,Unmodified,0.500000,8,3, 0.82596, 1.65092,587.22129,388.22474,119.66925,79.32730,130.96305
Eterna_hHBB+3XHANluc+JEV+hHBB+F30Pepper_-423.7 kCal,Unmodified,1.000000,8,4, 0.59265, 1.18460,518.12139,325.47874,119.51228,73.13038,86.62993
Eterna_hHBB+3XHANluc+JEV+hHBB+F30Pepper_-423.7 kCal,Unmodified,1.500000,8,5, 0.48996, 0.97934,509.26849,314.33100,122.16651,72.77099,71.26719
Eterna_hHBB+3XHANluc+JEV+hHBB+F30Pepper_-423.7 kCal,Unmodified,2.000000,8,6, 0.36847, 0.73650,568.31296,359.00438,124.71657,84.59202,62.30230
Eterna_hHBB+3XHANluc+JEV+hHBB+F30Pepper_-423.7 kCal,Unmodified,3.000000,8,7, 0.24373, 0.48717,525.00641,340.14023,111.93808,72.92809,35.52809
Eterna_hHBB+3XHANluc+JEV+hHBB+F30Pepper_-423.7 kCal,Unmodified,4.000000,8,8, 0.16352, 0.32684,501.64441,320.14780,115.48363,66.01297,21.57546
Eterna_hHBB+3XHANluc+JEV+hHBB+F30Pepper_-423.7 kCal,Unmodified,5.000000,8,9, 0.12823, 0.25630,466.80122,283.75473,114.08868,68.95781,17.67371
Eterna_hHBB+3XHANluc+JEV+hHBB+F30Pepper_-423.7 kCal,Unmodified,18.000000,8,10, 0.00180, 0.00360,580.62413,389.78753,115.22977,75.60683, 0.27227
Eterna_hHBB+3XHANluc+JEV+hHBB+F30Pepper_-423.7 kCal,Unmodified,24.000000,8,11,-0.00021,-0.00042,463.47326,282.84351,112.91029,67.71945,-0.02843
