Sample,Nucleotide,Timepoint,Plate,FileNumber,FracIntactNorm,FracIntact,TotalArea,Total_mRNA,PeakArea1,PeakArea2,PeakArea3
hHBB_10417205_Jill's_mod_of_Clotho_2.0_hHBB,PSU,0.000000,4,1, 1.00000, 4.93221,391.91459,263.15021,90.21695,38.54744,190.12387
hHBB_10417205_Jill's_mod_of_Clotho_2.0_hHBB,PSU,1.000000,4,2, 0.69609, 3.43326,369.55151,238.61312,88.52198,42.41641,145.62650
hHBB_10417205_Jill's_mod_of_Clotho_2.0_hHBB,PSU,3.000000,4,3, 0.55731, 2.74876,364.03899,242.09671,83.65077,38.29151,105.25409
hHBB_10417205_Jill's_mod_of_Clotho_2.0_hHBB,PSU,5.000000,4,4, 0.34010, 1.67742,379.93596,258.46403,79.31202,42.15991,70.71990
hHBB_10389218_Omei_1_DG2=158.7_5'UTR_20_unpaired_hHBB,PSU,0.000000,4,5, 1.00000, 3.94729,352.20531,230.25251,80.61870,41.33410,163.15759
hHBB_10389218_Omei_1_DG2=158.7_5'UTR_20_unpaired_hHBB,PSU,1.000000,4,6, 0.65244, 2.57538,329.38405,211.97219,74.80934,42.60251,109.71761
hHBB_10389218_Omei_1_DG2=158.7_5'UTR_20_unpaired_hHBB,PSU,3.000000,4,7, 0.46466, 1.83416,357.35817,250.42152,65.15074,41.78592,76.64213
hHBB_10389218_Omei_1_DG2=158.7_5'UTR_20_unpaired_hHBB,PSU,5.000000,4,8, 0.24542, 0.96874,252.30679,156.17234,61.10486,35.02959,33.93473
hHBB_10419549_BugacMan's_Lost_LD+finetuning_mod_Deg-2-ed_hHBB,PSU,0.000000,4,9, 1.00000, 7.21112,412.70260,322.84038,58.81291,31.04930,223.90012
hHBB_10419549_BugacMan's_Lost_LD+finetuning_mod_Deg-2-ed_hHBB,PSU,1.000000,4,10, 0.61177, 4.41152,418.84860,318.85986,54.62496,45.36378,200.12301
hHBB_10419549_BugacMan's_Lost_LD+finetuning_mod_Deg-2-ed_hHBB,PSU,3.000000,4,11, 0.46950, 3.38562,456.20386,356.59675,52.92553,46.68158,158.04630
hHBB_10419549_BugacMan's_Lost_LD+finetuning_mod_Deg-2-ed_hHBB,PSU,5.000000,4,12, 0.45966, 3.31466,428.57605,337.29797,53.39728,37.88081,125.56185
hHBB_10415488_RLT-10_hHBB,PSU,0.000000,5,1, 1.00000, 6.90055,443.31301,328.65612,76.92511,37.73178,260.37000
hHBB_10415488_RLT-10_hHBB,PSU,1.000000,5,2, 0.74331, 5.12924,525.07935,397.91627,78.80582,48.35727,248.03603
hHBB_10415488_RLT-10_hHBB,PSU,3.000000,5,3, 0.53895, 3.71907,492.00072,372.50806,74.15640,45.33627,168.60877
hHBB_10415488_RLT-10_hHBB,PSU,5.000000,5,4, 0.42872, 2.95837,499.44846,373.59889,75.69669,50.15288,148.37087
hHBB_10419522_12_hHBB,PSU,0.000000,5,5, 1.00000, 6.53693,463.30731,352.07278,73.04535,38.18918,249.64005
hHBB_10419522_12_hHBB,PSU,1.000000,5,6, 0.44593, 2.91501,496.93562,365.58430,75.54539,55.80593,162.67461
hHBB_10419522_12_hHBB,PSU,3.000000,5,7, 0.20410, 1.33419,600.22450,452.81416,62.89330,84.51704,112.76183
hHBB_10419522_12_hHBB,PSU,5.000000,5,8, 0.10081, 0.65900,513.99991,371.59605,64.66918,77.73468,51.22680
hHBB_10409421_BugacMan's_Worm_refined_Kagglestyle_hHBB,PSU,0.000000,5,9, 1.00000, 6.10937,448.04988,343.66009,64.19083,40.19897,245.59032
hHBB_10409421_BugacMan's_Worm_refined_Kagglestyle_hHBB,PSU,1.000000,5,10, 0.61659, 3.76700,534.75668,422.94261,59.43615,52.37792,197.30744
hHBB_10409421_BugacMan's_Worm_refined_Kagglestyle_hHBB,PSU,3.000000,5,11, 0.33166, 2.02623,339.30401,249.42009,57.12947,32.75444,66.36800
hHBB_10409421_BugacMan's_Worm_refined_Kagglestyle_hHBB,PSU,5.000000,5,12, 0.22683, 1.38576,492.53684,374.27406,59.68379,58.57898,81.17663
hHBB_10396597_Astros-Brourd-Eli-mod3_hHBB,PSU,0.000000,6,1, 1.00000, 5.90316,490.69133,343.88770,104.05440,42.74923,252.35565
hHBB_10396597_Astros-Brourd-Eli-mod3_hHBB,PSU,1.000000,6,2, 0.51920, 3.06493,853.60476,643.73728,108.83406,101.03341,309.66084
hHBB_10396597_Astros-Brourd-Eli-mod3_hHBB,PSU,3.000000,6,3, 0.21243, 1.25400,517.71626,351.43640,105.83771,60.44215,75.79439
hHBB_10396597_Astros-Brourd-Eli-mod3_hHBB,PSU,5.000000,6,4, 0.07698, 0.45442,429.06955,273.49973,106.38810,49.18172,22.34932
hHBB_10422723_Ribotree_Random_degscoreall_1_hHBB,PSU,0.000000,6,5, 1.00000, 6.89939,597.79384,445.03130,104.94051,47.82203,329.94269
hHBB_10422723_Ribotree_Random_degscoreall_1_hHBB,PSU,1.000000,6,6, 0.51318, 3.54066,748.95947,566.46683,107.41643,75.07620,265.81901
hHBB_10422723_Ribotree_Random_degscoreall_1_hHBB,PSU,3.000000,6,7, 0.25838, 1.78267,561.69068,411.15781,101.22444,49.30843,87.90066
hHBB_10422723_Ribotree_Random_degscoreall_1_hHBB,PSU,5.000000,6,8, 0.08199, 0.56571,387.84434,249.12431,100.71870,38.00133,21.49774
hHBB_10422744_Ribotree_Random_degscore_1_hHBB,PSU,0.000000,6,9, 1.00000, 6.12944,581.57876,430.59377,100.86800,50.11699,307.18884
hHBB_10422744_Ribotree_Random_degscore_1_hHBB,PSU,1.000000,6,10, 0.50022, 3.06604,548.84543,392.65942,98.15388,58.03212,177.92856
hHBB_10422744_Ribotree_Random_degscore_1_hHBB,PSU,3.000000,6,11, 0.18670, 1.14436,388.54376,252.06487,96.37317,40.10571,45.89530
hHBB_10422744_Ribotree_Random_degscore_1_hHBB,PSU,5.000000,6,12, 0.08670, 0.53140,412.80483,267.20985,93.47388,52.12110,27.69710
hHBB_10422764_Ribotree_LinearDesign_degscoreall_1_hHBB,PSU,0.000000,7,1, 1.00000, 3.25857,353.38864,225.55334,80.24869,47.58661,155.06447
hHBB_10422764_Ribotree_LinearDesign_degscoreall_1_hHBB,PSU,1.000000,7,2, 0.77926, 2.53928,798.81637,598.55271,75.37083,124.89283,317.13748
hHBB_10422764_Ribotree_LinearDesign_degscoreall_1_hHBB,PSU,3.000000,7,3, 0.58664, 1.91162,450.31134,317.24908,79.63028,53.43199,102.14162
hHBB_10422764_Ribotree_LinearDesign_degscoreall_1_hHBB,PSU,5.000000,7,4, 0.41505, 1.35249,409.23096,288.30031,74.22345,46.70721,63.17080
hHBB_10422784_Ribotree_LinearDesign_degscore_1_hHBB,PSU,0.000000,7,5, 1.00000, 4.68122,373.63570,260.52047,72.17498,40.94025,191.65030
hHBB_10422784_Ribotree_LinearDesign_degscore_1_hHBB,PSU,1.000000,7,6, 0.66999, 3.13638,457.93178,331.33282,74.67873,51.92023,162.84143
hHBB_10422784_Ribotree_LinearDesign_degscore_1_hHBB,PSU,3.000000,7,7, 0.45702, 2.13942,451.15034,331.73412,68.53624,50.87998,108.85364
hHBB_10422784_Ribotree_LinearDesign_degscore_1_hHBB,PSU,5.000000,7,8, 0.30277, 1.41732,436.31761,325.71504,65.43284,45.16972,64.02008
hHBB_10422804_Ribotree_LinearDesign_sup_1_hHBB,PSU,0.000000,7,9, 1.00000, 3.79643,367.32414,257.30664,64.48091,45.53659,172.87647
hHBB_10422804_Ribotree_LinearDesign_sup_1_hHBB,PSU,1.000000,7,10, 0.67732, 2.57142,429.37477,309.63344,62.74088,57.00045,146.57191
hHBB_10422804_Ribotree_LinearDesign_sup_1_hHBB,PSU,3.000000,7,11, 0.42890, 1.62827,358.89384,254.15624,61.20093,43.53667,70.88959
hHBB_10422804_Ribotree_LinearDesign_sup_1_hHBB,PSU,5.000000,7,12, 0.31270, 1.18716,262.92389,172.98785,60.69943,29.23661,34.70847
hHBB_10422827_Ribotree_Random_sup_1_hHBB,PSU,0.000000,8,1, 1.00000, 5.66846,472.54018,337.36335,97.27438,37.90244,214.84862
hHBB_10422827_Ribotree_Random_sup_1_hHBB,PSU,1.000000,8,2, 0.52453, 2.97327,489.01936,338.26635,98.03547,52.71753,156.74368
hHBB_10422827_Ribotree_Random_sup_1_hHBB,PSU,3.000000,8,3, 0.29106, 1.64986,469.25066,322.29983,93.80216,53.14867,87.68762
hHBB_10422827_Ribotree_Random_sup_1_hHBB,PSU,5.000000,8,4, 0.18747, 1.06264,313.63458,193.88777,91.62379,28.12302,29.88467
hHBB_10422746_Ribotree_BT_winner_random_degscore_2_hHBB,PSU,0.000000,8,5, 1.00000, 5.46841,609.63783,467.90417,92.08093,49.65273,271.52162
hHBB_10422746_Ribotree_BT_winner_random_degscore_2_hHBB,PSU,1.000000,8,6, 0.44221, 2.41821,474.52613,330.61096,92.06347,51.85169,125.38842
hHBB_10422746_Ribotree_BT_winner_random_degscore_2_hHBB,PSU,3.000000,8,7, 0.22114, 1.20927,399.80319,275.45486,81.12772,43.22062,52.26520
hHBB_10422746_Ribotree_BT_winner_random_degscore_2_hHBB,PSU,5.000000,8,8, 0.09611, 0.52559,515.86267,374.27367,82.24095,59.34805,31.19265
hHBB_10422776_RiboTree_Nullrecurrent_winner_LinearDesign_degscoreall_7_hHBB,PSU,0.000000,8,9, 1.00000, 5.22815,594.72925,453.92467,78.71205,62.09253,324.62889
hHBB_10422776_RiboTree_Nullrecurrent_winner_LinearDesign_degscoreall_7_hHBB,PSU,1.000000,8,10, 0.58625, 3.06502,474.02368,344.85906,74.29040,54.87422,168.19067
hHBB_10422776_RiboTree_Nullrecurrent_winner_LinearDesign_degscoreall_7_hHBB,PSU,3.000000,8,11, 0.39009, 2.03947,445.07358,321.09321,73.03674,50.94362,103.89809
hHBB_10422776_RiboTree_Nullrecurrent_winner_LinearDesign_degscoreall_7_hHBB,PSU,5.000000,8,12, 0.28961, 1.51412,476.66626,355.26492,70.74352,50.65782,76.70193
