Sample,Nucleotide,Timepoint,Plate,FileNumber,FracIntactNorm,FracIntact,TotalArea,Total_mRNA,PeakArea1,PeakArea2,PeakArea3
hHBB_Yellowstone_hHBB-PSU,PSU,4.000000,7,5, 0.19324, 1.70152,886.32600,594.69667,229.71524,61.91409,105.34801
hHBB_Yellowstone_hHBB-PSU,PSU,5.000000,7,6, 0.13678, 1.20438,891.14585,590.12679,233.78128,67.23778,80.97974
hHBB_Yellowstone_hHBB-PSU,PSU,18.000000,7,7, 0.00256, 0.02253,847.95422,564.71893,216.39142,66.84387, 1.50621
hHBB_Yellowstone_hHBB-PSU,PSU,24.000000,7,8,-0.00160,-0.01410,791.35374,505.05349,220.65488,65.64538,-0.92551
hHBB_LinearDesign_hHBB-5mC,5mC,0.000000,9,6, 1.00000, 1.51306,348.39096,156.12458,157.64861,34.61777,52.37859
hHBB_LinearDesign_hHBB-5mC,5mC,0.500000,2,9, 1.89788, 2.87160,409.75912,184.17047,193.71969,31.86896,91.51482
hHBB_LinearDesign_hHBB-5mC,5mC,1.000000,2,11, 1.27329, 1.92656,482.57155,252.68231,190.69679,39.19245,75.50650
hHBB_LinearDesign_hHBB-5mC,5mC,1.500000,2,12, 1.02777, 1.55508,415.46743,188.66837,190.63525,36.16381,56.23750
hHBB_LinearDesign_hHBB-5mC,5mC,2.000000,3,1, 0.83188, 1.25868,482.81609,236.10421,205.51456,41.19732,51.85410
hHBB_LinearDesign_hHBB-5mC,5mC,3.000000,3,2, 0.55816, 0.84453,544.98629,280.18291,213.20028,51.60310,43.58018
hHBB_LinearDesign_hHBB-5mC,5mC,4.000000,3,3, 0.44439, 0.67239,553.22130,287.38556,209.69148,56.14426,37.75102
hHBB_LinearDesign_hHBB-5mC,5mC,5.000000,3,4, 0.44065, 0.66673,523.79853,261.19087,214.92245,47.68521,31.79294
hHBB_LinearDesign_hHBB-5mC,5mC,18.000000,3,5,-0.04097,-0.06199,651.95113,381.91939,213.90175,56.12999,-3.47967
hHBB_LinearDesign_hHBB-5mC,5mC,24.000000,3,6,-0.02766,-0.04185,702.06473,422.79245,216.52883,62.74344,-2.62563
hHBB_LinearDesign_hHBB-PSU,PSU,0.000000,7,9, 1.00000, 5.42192,641.11675,372.01612,227.64745,41.45318,224.75587
hHBB_LinearDesign_hHBB-PSU,PSU,0.500000,7,10, 0.92795, 5.03129,698.55482,419.54279,231.80536,47.20667,237.51024
hHBB_LinearDesign_hHBB-PSU,PSU,1.000000,7,11, 0.82290, 4.46172,690.64923,406.75423,234.01108,49.88392,222.56825
hHBB_LinearDesign_hHBB-PSU,PSU,1.500000,7,12, 0.86301, 4.67919,705.89364,422.98739,238.28901,44.61725,208.77251
hHBB_LinearDesign_hHBB-PSU,PSU,2.000000,8,1, 0.64698, 3.50790,501.18704,274.28810,187.41459,39.48435,138.50710
hHBB_LinearDesign_hHBB-PSU,PSU,3.000000,8,2, 0.61503, 3.33463,580.71777,354.08003,186.92215,39.71559,132.43668
hHBB_LinearDesign_hHBB-PSU,PSU,4.000000,8,3, 0.54830, 2.97283,704.82779,461.60268,189.20221,54.02290,160.60116
hHBB_LinearDesign_hHBB-PSU,PSU,5.000000,8,4, 0.48082, 2.60694,655.26972,415.11477,191.01747,49.13748,128.09861
hHBB_LinearDesign_hHBB-PSU,PSU,18.000000,8,5, 0.10358, 0.56162,704.25128,454.44641,194.92777,54.87710,30.82014
hHBB_LinearDesign_hHBB-PSU,PSU,24.000000,8,6, 0.04568, 0.24765,663.65178,416.62098,196.35004,50.68076,12.55130
hHBB_Nluc_hHBB-5mC,5mC,0.000000,3,7, 1.00000, 4.77099,756.03313,494.87676,209.35669,51.79968,247.13552
hHBB_Nluc_hHBB-5mC,5mC,0.500000,3,8, 0.57328, 2.73509,743.91349,472.96304,209.83177,61.11868,167.16534
hHBB_Nluc_hHBB-5mC,5mC,1.000000,3,9, 0.42696, 2.03704,699.81980,434.83526,212.10875,52.87579,107.70991
hHBB_Nluc_hHBB-5mC,5mC,1.500000,3,10, 0.22528, 1.07483,747.58785,473.98803,215.18610,58.41372,62.78471
hHBB_Nluc_hHBB-5mC,5mC,2.000000,3,11, 0.20081, 0.95805,810.05946,533.79019,215.50507,60.76420,58.21500
hHBB_Nluc_hHBB-5mC,5mC,3.000000,3,12, 0.11167, 0.53277,752.22352,471.11392,213.38163,67.72796,36.08346
hHBB_Nluc_hHBB-5mC,5mC,4.000000,4,1, 0.06594, 0.31460,650.92224,429.82721,158.54356,62.55147,19.67889
hHBB_Nluc_hHBB-5mC,5mC,5.000000,4,2, 0.04373, 0.20864,616.99938,405.90550,158.77314,52.32074,10.91631
hHBB_Nluc_hHBB-5mC,5mC,18.000000,4,3, 0.00018, 0.00085,636.29842,409.82295,160.46702,66.00845, 0.05612
hHBB_Nluc_hHBB-5mC,5mC,24.000000,4,4,-0.00235,-0.01121,659.26266,429.75600,157.01291,72.49375,-0.81292
hHBB_Nluc_hHBB-PSU,PSU,0.000000,8,7, 1.00000,15.05773,518.21867,321.12790,184.34945,12.74132,191.85535
hHBB_Nluc_hHBB-PSU,PSU,0.500000,8,8, 0.36335, 5.47128,612.63771,387.46333,189.21657,35.95781,196.73529
hHBB_Nluc_hHBB-PSU,PSU,1.000000,8,9, 0.27967, 4.21116,607.88441,383.56487,187.32053,36.99901,155.80863
hHBB_Nluc_hHBB-PSU,PSU,1.500000,8,10, 0.29129, 4.38617,555.84459,339.09225,188.21100,28.54133,125.18720
hHBB_Nluc_hHBB-PSU,PSU,2.000000,8,11, 0.22291, 3.35647,603.95603,380.34148,187.43428,36.18027,121.43794
hHBB_Nluc_hHBB-PSU,PSU,3.000000,8,12, 0.13181, 1.98474,506.23272,285.83328,183.09850,37.30094,74.03277
hHBB_Nluc_hHBB-PSU,PSU,4.000000,9,1, 0.10643, 1.60254,789.32291,576.48071,147.78724,65.05497,104.25291
hHBB_Nluc_hHBB-PSU,PSU,5.000000,9,2, 0.06273, 0.94452,679.47928,396.88447,216.16135,66.43346,62.74756
hHBB_Nluc_hHBB-PSU,PSU,18.000000,9,3, 0.00243, 0.03653,791.02733,516.48344,158.68874,115.85515, 4.23275
hHBB_Nluc_hHBB-PSU,PSU,24.000000,9,4, 0.00109, 0.01645,816.75040,533.73242,158.54467,124.47331, 2.04783
hHBB_GCrich-2_hHBB-5mC,5mC,0.000000,4,5, 1.00000, 3.61362,660.47251,443.08123,165.59803,51.79325,187.16113
hHBB_GCrich-2_hHBB-5mC,5mC,0.500000,4,6, 0.68529, 2.47638,702.20337,472.50000,165.71396,63.98941,158.46237
hHBB_GCrich-2_hHBB-5mC,5mC,1.000000,4,7, 0.54383, 1.96521,630.24752,418.77854,154.64220,56.82678,111.67652
hHBB_GCrich-2_hHBB-5mC,5mC,1.500000,4,8, 0.39845, 1.43985,617.24380,397.77486,160.39239,59.07655,85.06126
hHBB_GCrich-2_hHBB-5mC,5mC,2.000000,4,9, 0.40334, 1.45751,618.03573,410.41990,156.17668,51.43916,74.97326
hHBB_GCrich-2_hHBB-5mC,5mC,3.000000,4,10, 0.30820, 1.11371,607.88921,401.09067,153.59732,53.20122,59.25084
hHBB_GCrich-2_hHBB-5mC,5mC,4.000000,4,11, 0.19213, 0.69428,673.19940,463.14637,153.06442,56.98861,39.56612
hHBB_GCrich-2_hHBB-5mC,5mC,5.000000,4,12, 0.13495, 0.48766,641.06088,436.64392,150.06605,54.35091,26.50489
hHBB_GCrich-2_hHBB-5mC,5mC,18.000000,9,7, 0.00386, 0.01394,521.94428,312.35607,155.61300,53.97520, 0.75258
hHBB_GCrich-2_hHBB-5mC,5mC,24.000000,5,2, 0.00007, 0.00026,894.67417,603.19572,198.43404,93.04441, 0.02458
hHBB_GCrich-2_hHBB-PSU,PSU,0.000000,10,2, 1.00000, 2.64112,451.97171,256.06093,151.13031,44.78047,118.27078
hHBB_GCrich-2_hHBB-PSU,PSU,0.500000,10,2, 1.00000, 2.64112,451.97171,256.06093,151.13031,44.78047,118.27078
hHBB_GCrich-2_hHBB-PSU,PSU,1.000000,10,3, 0.98076, 2.59032,669.75731,446.46701,151.57900,71.71130,185.75499
hHBB_GCrich-2_hHBB-PSU,PSU,1.500000,10,4, 0.84634, 2.23529,780.00091,535.74126,152.53141,91.72823,205.03938
hHBB_GCrich-2_hHBB-PSU,PSU,2.000000,10,5, 0.73805, 1.94927,721.46889,477.78288,153.49991,90.18610,175.79710
hHBB_GCrich-2_hHBB-PSU,PSU,3.000000,10,6, 0.71013, 1.87554,692.99293,464.97525,154.90990,73.10778,137.11630
hHBB_GCrich-2_hHBB-PSU,PSU,4.000000,10,7, 0.56149, 1.48297,574.53637,379.62492,143.32988,51.58157,76.49397
hHBB_GCrich-2_hHBB-PSU,PSU,5.000000,10,8, 0.44166, 1.16648,694.45219,474.02758,144.44174,75.98287,88.63265
hHBB_GCrich-2_hHBB-PSU,PSU,18.000000,10,9, 0.04492, 0.11865,730.77280,483.75989,142.19731,104.81561,12.43609
hHBB_GCrich-2_hHBB-PSU,PSU,24.000000,10,10, 0.02022, 0.05341,759.69610,517.91080,139.36460,102.42070, 5.47028
hHBB_LocalDesign_hHBB-5mC,5mC,0.000000,5,3, 1.00000, 1.29970,511.89770,232.99453,199.70332,79.19985,102.93617
hHBB_LocalDesign_hHBB-5mC,5mC,0.500000,5,4, 0.99547, 1.29382,463.55695,216.17295,197.53939,49.84461,64.48975
hHBB_LocalDesign_hHBB-5mC,5mC,1.000000,5,5, 0.65377, 0.84970,505.93782,237.32811,202.39666,66.21305,56.26129
hHBB_LocalDesign_hHBB-5mC,5mC,1.500000,5,6, 0.52485, 0.68214,452.89786,190.79009,204.25063,57.85714,39.46687
hHBB_LocalDesign_hHBB-5mC,5mC,2.000000,5,7, 0.41413, 0.53825,478.44555,223.05845,193.99960,61.38750,33.04157
hHBB_LocalDesign_hHBB-5mC,5mC,3.000000,5,8, 0.25014, 0.32511,465.88560,201.15395,194.56502,70.16663,22.81206
hHBB_LocalDesign_hHBB-5mC,5mC,4.000000,5,9, 0.15192, 0.19745,567.91560,291.96840,195.92158,80.02562,15.80070
hHBB_LocalDesign_hHBB-5mC,5mC,5.000000,5,10, 0.10400, 0.13517,497.32264,241.48563,191.30239,64.53461, 8.72283
hHBB_LocalDesign_hHBB-5mC,5mC,18.000000,5,11, 0.01098, 0.01427,495.21851,243.37157,190.89035,60.95658, 0.87005
hHBB_LocalDesign_hHBB-5mC,5mC,24.000000,5,12, 0.00731, 0.00950,457.51120,213.66475,189.88559,53.96086, 0.51285
hHBB_LocalDesign_hHBB-PSU,PSU,0.000000,11,1, 1.00000, 1.72337,446.40472,168.28374,181.88478,96.23620,165.85064
hHBB_LocalDesign_hHBB-PSU,PSU,0.500000,11,2, 0.83907, 1.44602,529.30083,243.71859,186.59107,98.99117,143.14336
hHBB_LocalDesign_hHBB-PSU,PSU,1.000000,11,3, 0.84726, 1.46014,599.98743,314.18549,186.46374,99.33820,145.04754
hHBB_LocalDesign_hHBB-PSU,PSU,1.500000,11,4, 0.79659, 1.37282,599.65355,311.77302,183.79730,104.08323,142.88757
hHBB_LocalDesign_hHBB-PSU,PSU,2.000000,11,5, 0.72621, 1.25154,622.63917,329.34603,188.66174,104.63140,130.94999
hHBB_LocalDesign_hHBB-PSU,PSU,3.000000,11,6, 0.58542, 1.00890,687.26040,396.20725,190.40277,100.65038,101.54591
hHBB_LocalDesign_hHBB-PSU,PSU,4.000000,11,7, 0.50250, 0.86600,664.34011,378.10591,181.88693,104.34727,90.36456
hHBB_LocalDesign_hHBB-PSU,PSU,5.000000,11,8, 0.42257, 0.72825,620.30721,342.50754,180.09128,97.70839,71.15571
hHBB_LocalDesign_hHBB-PSU,PSU,18.000000,11,9, 0.03378, 0.05821,612.20531,345.23989,181.36030,85.60512, 4.98294
hHBB_LocalDesign_hHBB-PSU,PSU,24.000000,11,10, 0.00477, 0.00822,561.61967,305.55918,176.43928,79.62121, 0.65410
hHBB_-423.7 kcal_hHBB-5mC,5mC,0.000000,6,1, 1.00000, 3.63187,669.70268,484.05054,123.48031,62.17184,225.79974
hHBB_-423.7 kcal_hHBB-5mC,5mC,0.500000,6,2, 0.73296, 2.66201,688.64625,500.57297,122.24478,65.82850,175.23617
hHBB_-423.7 kcal_hHBB-5mC,5mC,1.000000,6,3, 0.50197, 1.82308,602.12023,413.99871,123.90178,64.21975,117.07757
hHBB_-423.7 kcal_hHBB-5mC,5mC,1.500000,6,4, 0.38711, 1.40593,610.06013,425.53546,121.50328,63.02139,88.60350
hHBB_-423.7 kcal_hHBB-5mC,5mC,2.000000,6,5, 0.33789, 1.22718,639.98158,450.92811,122.52661,66.52686,81.64013
hHBB_-423.7 kcal_hHBB-5mC,5mC,3.000000,6,6, 0.23433, 0.85106,634.15419,438.97029,126.52480,68.65911,58.43329
hHBB_-423.7 kcal_hHBB-5mC,5mC,4.000000,6,7, 0.19575, 0.71093,581.29460,410.09559,119.62865,51.57036,36.66294
hHBB_-423.7 kcal_hHBB-5mC,5mC,5.000000,6,8, 0.12425, 0.45126,601.55686,423.90572,121.16023,56.49091,25.49195
hHBB_-423.7 kcal_hHBB-5mC,5mC,18.000000,6,9, 0.00913, 0.03317,572.85710,396.62935,122.16874,54.05901, 1.79309
hHBB_-423.7 kcal_hHBB-5mC,5mC,24.000000,6,10, 0.00066, 0.00241,700.36870,517.01498,122.71112,60.64261, 0.14609
hHBB_-423.7 kcal_hHBB-PSU,PSU,0.000000,13,1, 1.00000, 5.66572,532.84017,352.76393,152.97484,27.10140,153.54897
hHBB_-423.7 kcal_hHBB-PSU,PSU,0.500000,13,2, 0.63021, 3.57062,430.40836,252.65201,153.24937,24.50698,87.50500
hHBB_-423.7 kcal_hHBB-PSU,PSU,1.000000,13,3, 0.57025, 3.23085,523.88949,333.69974,155.75734,34.43241,111.24599
hHBB_-423.7 kcal_hHBB-PSU,PSU,1.500000,13,4, 0.61852, 3.50435,476.07977,295.75884,156.42121,23.89972,83.75307
hHBB_-423.7 kcal_hHBB-PSU,PSU,2.000000,13,5, 0.48869, 2.76878,481.83308,294.67537,152.56990,34.58781,95.76612
hHBB_-423.7 kcal_hHBB-PSU,PSU,3.000000,13,6, 0.38786, 2.19752,498.88941,306.53563,158.23733,34.11645,74.97172
hHBB_-423.7 kcal_hHBB-PSU,PSU,4.000000,13,7, 0.32832, 1.86018,517.81433,335.58152,146.81031,35.42250,65.89219
hHBB_-423.7 kcal_hHBB-PSU,PSU,5.000000,13,8,-1.02237,-5.79248,342.34724,200.18914,147.17126,-5.01316,29.03867
hHBB_-423.7 kcal_hHBB-PSU,PSU,18.000000,13,9, 0.03307, 0.18738,484.91049,313.43258,145.38096,26.09695, 4.89014
hHBB_-423.7 kcal_hHBB-PSU,PSU,24.000000,13,10, 0.00947, 0.05364,578.94030,374.71788,144.40486,59.81757, 3.20846
