Samples,Nucleotide,k_deg per hour,k_deg_err per hour
Eterna_hHBB+3XHANluc+JEV+hHBB+F30Pepper_EiFisker_Yellowstone,Unmodified, 0.58978, 0.05629
Eterna_hHBB+3XHANluc+JEV+hHBB+F30Pepper_jiabei618_LinearDesign-1,Unmodified, 0.14271, 0.00993
hHBB_Nluc_hHBB,Unmodified, 0.88224, 0.05135
Eterna_hHBB+3XHANluc+JEV+hHBB+F30Pepper_GC-rich_2,Unmodified, 0.51515, 0.02826
Eterna_hHBB+3XHANluc+JEV+hHBB+F30Pepper_John2000_LinearDesign-LocalDesign_w50 (),Unmodified, 0.43399, 0.03469
Eterna_hHBB+3XHANluc+JEV+hHBB+F30Pepper_-423.7 kCal,Unmodified, 0.47353, 0.02193
