Sample,Nucleotide,Timepoint,Plate,FileNumber,FracIntactNorm,FracIntact,TotalArea,Total_mRNA,PeakArea1,PeakArea2,PeakArea3
hHBB_10388767_Genewiz_1_hHBB,PSU,1.500000,6,5, 0.37570, 0.30620,661.97262,510.03420,151.93842, 0.00000,156.17293
hHBB_10388767_Genewiz_1_hHBB,PSU,2.000000,6,6, 0.32340, 0.26357,672.70442,517.66723,155.03720, 0.00000,136.44096
hHBB_10388767_Genewiz_1_hHBB,PSU,3.000000,6,7, 0.17632, 0.14370,673.46636,526.72508,146.74128, 0.00000,75.69273
hHBB_10388767_Genewiz_1_hHBB,PSU,4.000000,6,8, 0.15040, 0.12258,562.20708,412.45990,149.74718, 0.00000,50.55752
hHBB_10388767_Genewiz_1_hHBB,PSU,5.000000,6,9, 0.11301, 0.09210,478.92450,329.20978,149.71472, 0.00000,30.32173
hHBB_10388767_Genewiz_1_hHBB,PSU,18.000000,6,10,-0.00975,-0.00795,655.57025,510.66401,144.90624, 0.00000,-4.05921
hHBB_10388767_Genewiz_1_hHBB,PSU,24.000000,6,11,-0.01741,-0.01419,551.33521,407.73005,143.60516, 0.00000,-5.78415
hHBB_10388753_IDT_1_hHBB,PSU,0.000000,7,2, 1.00000, 0.78699,472.73460,366.61665,106.11795, 0.00000,288.52370
hHBB_10388753_IDT_1_hHBB,PSU,0.500000,7,3, 0.75507, 0.59424,558.92181,449.18316,109.73865, 0.00000,266.92068
hHBB_10388753_IDT_1_hHBB,PSU,1.000000,7,4, 0.60216, 0.47389,498.80745,385.60563,113.20182, 0.00000,182.73576
hHBB_10388753_IDT_1_hHBB,PSU,1.500000,7,5, 0.41786, 0.32885,638.77088,521.34785,117.42303, 0.00000,171.44763
hHBB_10388753_IDT_1_hHBB,PSU,2.000000,7,6, 0.33917, 0.26693,574.34310,453.32937,121.01373, 0.00000,121.00569
hHBB_10388753_IDT_1_hHBB,PSU,3.000000,7,7, 0.21863, 0.17206,547.84757,437.54039,110.30718, 0.00000,75.28445
hHBB_10388753_IDT_1_hHBB,PSU,4.000000,7,8, 0.16474, 0.12965,630.48685,517.13448,113.35237, 0.00000,67.04599
hHBB_10388753_IDT_1_hHBB,PSU,5.000000,7,9, 0.13076, 0.10291,609.73589,498.87933,110.85655, 0.00000,51.33832
hHBB_10388753_IDT_1_hHBB,PSU,18.000000,7,10,-0.02560,-0.02015,544.98669,436.69725,108.28944, 0.00000,-8.79922
hHBB_10388753_IDT_1_hHBB,PSU,24.000000,7,11, 0.00148, 0.00116,565.37290,456.41836,108.95454, 0.00000, 0.53090
hHBB_10405622_Eli_Fisker_s_Yellowstone_hHBB,PSU,0.000000,8,2, 1.00000, 0.72614,740.80459,614.80655,125.99804, 0.00000,446.43824
hHBB_10405622_Eli_Fisker_s_Yellowstone_hHBB,PSU,0.500000,8,3, 0.73088, 0.53073,750.11192,619.28240,130.82952, 0.00000,328.66966
hHBB_10405622_Eli_Fisker_s_Yellowstone_hHBB,PSU,1.000000,8,4, 0.52699, 0.38267,654.53871,522.47801,132.06070, 0.00000,199.93565
hHBB_10405622_Eli_Fisker_s_Yellowstone_hHBB,PSU,1.500000,8,5, 0.35773, 0.25977,642.62844,505.07643,137.55201, 0.00000,131.20206
hHBB_10405622_Eli_Fisker_s_Yellowstone_hHBB,PSU,2.000000,8,6, 0.28641, 0.20797,634.69120,491.88718,142.80402, 0.00000,102.29948
hHBB_10405622_Eli_Fisker_s_Yellowstone_hHBB,PSU,3.000000,8,7, 0.17766, 0.12901,737.81197,605.74859,132.06338, 0.00000,78.14489
hHBB_10405622_Eli_Fisker_s_Yellowstone_hHBB,PSU,4.000000,8,8, 0.08921, 0.06478,660.42797,526.32039,134.10758, 0.00000,34.09440
hHBB_10405622_Eli_Fisker_s_Yellowstone_hHBB,PSU,5.000000,8,9, 0.07725, 0.05609,790.19023,653.99172,136.19851, 0.00000,36.68388
hHBB_10405622_Eli_Fisker_s_Yellowstone_hHBB,PSU,18.000000,8,10,-0.01248,-0.00906,745.33817,610.45065,134.88752, 0.00000,-5.53124
hHBB_10405622_Eli_Fisker_s_Yellowstone_hHBB,PSU,24.000000,8,11, 0.00604, 0.00439,543.07084,408.59505,134.47580, 0.00000, 1.79326
hHBB_10415148_AB_Rhiju_Mod_3_hHBB,PSU,0.000000,9,2, 1.00000, 0.78775,517.91990,420.28787,97.63203, 0.00000,331.08051
hHBB_10415148_AB_Rhiju_Mod_3_hHBB,PSU,0.500000,9,3, 0.77423, 0.60990,588.50485,488.85436,99.65049, 0.00000,298.15276
hHBB_10415148_AB_Rhiju_Mod_3_hHBB,PSU,1.000000,9,4, 0.69054, 0.54397,600.48422,496.21860,104.26562, 0.00000,269.92884
hHBB_10415148_AB_Rhiju_Mod_3_hHBB,PSU,1.500000,9,5, 0.58736, 0.46269,533.64293,430.12335,103.51958, 0.00000,199.01583
hHBB_10415148_AB_Rhiju_Mod_3_hHBB,PSU,2.000000,9,6, 0.50799, 0.40017,582.93434,477.66443,105.26992, 0.00000,191.14723
hHBB_10415148_AB_Rhiju_Mod_3_hHBB,PSU,3.000000,9,7, 0.40873, 0.32197,543.88552,447.15304,96.73248, 0.00000,143.97142
hHBB_10415148_AB_Rhiju_Mod_3_hHBB,PSU,4.000000,9,8, 0.37834, 0.29803,628.84056,530.59754,98.24302, 0.00000,158.13589
hHBB_10415148_AB_Rhiju_Mod_3_hHBB,PSU,5.000000,9,9, 0.25819, 0.20339,595.78137,496.59226,99.18911, 0.00000,101.00077
hHBB_10415148_AB_Rhiju_Mod_3_hHBB,PSU,18.000000,9,10, 0.03076, 0.02423,498.66604,401.38846,97.27758, 0.00000, 9.72678
hHBB_10415148_AB_Rhiju_Mod_3_hHBB,PSU,24.000000,9,11, 0.01056, 0.00832,585.04380,485.11371,99.93009, 0.00000, 4.03643
hHBB_10417205_Jill's_mod_of_Clotho_2.0_hHBB,PSU,0.000000,10,2, 1.00000, 0.81413,475.14631,338.64314,136.50317, 0.00000,275.70021
hHBB_10417205_Jill's_mod_of_Clotho_2.0_hHBB,PSU,0.500000,10,3, 0.82160, 0.66889,620.43203,479.72553,140.70650, 0.00000,320.88294
hHBB_10417205_Jill's_mod_of_Clotho_2.0_hHBB,PSU,1.000000,10,4, 0.69591, 0.56656,577.24812,435.72177,141.52635, 0.00000,246.86407
hHBB_10417205_Jill's_mod_of_Clotho_2.0_hHBB,PSU,1.500000,10,5, 0.62852, 0.51170,551.41474,407.17171,144.24303, 0.00000,208.34807
hHBB_10417205_Jill's_mod_of_Clotho_2.0_hHBB,PSU,2.000000,10,6, 0.55885, 0.45498,568.79278,421.24139,147.55138, 0.00000,191.65658
hHBB_10417205_Jill's_mod_of_Clotho_2.0_hHBB,PSU,3.000000,10,7, 0.42608, 0.34688,525.15534,381.91384,143.24150, 0.00000,132.47940
hHBB_10417205_Jill's_mod_of_Clotho_2.0_hHBB,PSU,4.000000,10,8, 0.38753, 0.31550,681.83241,539.46575,142.36666, 0.00000,170.20099
hHBB_10417205_Jill's_mod_of_Clotho_2.0_hHBB,PSU,5.000000,10,9, 0.29556, 0.24063,509.83440,363.08797,146.74644, 0.00000,87.36831
hHBB_10417205_Jill's_mod_of_Clotho_2.0_hHBB,PSU,18.000000,10,10, 0.00122, 0.00099,551.50850,402.62643,148.88207, 0.00000, 0.40015
hHBB_10417205_Jill's_mod_of_Clotho_2.0_hHBB,PSU,24.000000,10,11,-0.00756,-0.00615,634.11940,485.28278,148.83662, 0.00000,-2.98546
hHBB_10389218_Omei_1_DG2=158.7_5'UTR_20_unpaired_hHBB,PSU,0.000000,11,2, 1.00000, 0.86279,475.68866,359.63164,116.05702, 0.00000,310.28686
hHBB_10389218_Omei_1_DG2=158.7_5'UTR_20_unpaired_hHBB,PSU,0.500000,11,3, 0.75397, 0.65052,446.36927,326.35802,120.01124, 0.00000,212.30151
hHBB_10389218_Omei_1_DG2=158.7_5'UTR_20_unpaired_hHBB,PSU,1.000000,11,4, 0.54760, 0.47246,603.00209,483.24463,119.75747, 0.00000,228.31471
hHBB_10389218_Omei_1_DG2=158.7_5'UTR_20_unpaired_hHBB,PSU,1.500000,11,5, 0.48671, 0.41993,571.99887,448.75456,123.24431, 0.00000,188.44336
hHBB_10389218_Omei_1_DG2=158.7_5'UTR_20_unpaired_hHBB,PSU,2.000000,11,6, 0.49219, 0.42466,556.50580,432.25736,124.24845, 0.00000,183.56110
hHBB_10389218_Omei_1_DG2=158.7_5'UTR_20_unpaired_hHBB,PSU,3.000000,11,7, 0.29685, 0.25612,527.38688,417.02442,110.36246, 0.00000,106.80919
hHBB_10389218_Omei_1_DG2=158.7_5'UTR_20_unpaired_hHBB,PSU,4.000000,11,8, 0.23137, 0.19963,534.80495,425.14455,109.66040, 0.00000,84.87019
hHBB_10389218_Omei_1_DG2=158.7_5'UTR_20_unpaired_hHBB,PSU,5.000000,11,9, 0.33489, 0.28894,531.83054,424.11059,107.71995, 0.00000,122.54361
hHBB_10389218_Omei_1_DG2=158.7_5'UTR_20_unpaired_hHBB,PSU,18.000000,11,10,-0.04344,-0.03748,532.90879,427.04293,105.86586, 0.00000,-16.00702
hHBB_10389218_Omei_1_DG2=158.7_5'UTR_20_unpaired_hHBB,PSU,24.000000,11,11,-0.05148,-0.04442,495.78925,390.34230,105.44696, 0.00000,-17.33790
hHBB_10419549_BugacMan's_Lost_LD+finetuning_mod_Deg-2-ed_hHBB,PSU,0.000000,12,2, 1.00000, 0.76585,659.89420,516.67861,143.21559, 0.00000,395.69993
hHBB_10419549_BugacMan's_Lost_LD+finetuning_mod_Deg-2-ed_hHBB,PSU,0.500000,12,3, 0.92095, 0.70532,632.42577,485.89568,146.53009, 0.00000,342.71001
hHBB_10419549_BugacMan's_Lost_LD+finetuning_mod_Deg-2-ed_hHBB,PSU,1.000000,12,4, 0.91839, 0.70335,680.21249,531.66021,148.55229, 0.00000,373.94303
hHBB_10419549_BugacMan's_Lost_LD+finetuning_mod_Deg-2-ed_hHBB,PSU,1.500000,12,5, 0.70407, 0.53922,730.03975,577.09613,152.94362, 0.00000,311.17919
hHBB_10419549_BugacMan's_Lost_LD+finetuning_mod_Deg-2-ed_hHBB,PSU,2.000000,12,6, 0.69342, 0.53106,653.04183,496.57141,156.47042, 0.00000,263.70907
hHBB_10419549_BugacMan's_Lost_LD+finetuning_mod_Deg-2-ed_hHBB,PSU,3.000000,12,7, 0.50979, 0.39043,643.70243,497.85400,145.84843, 0.00000,194.37512
hHBB_10419549_BugacMan's_Lost_LD+finetuning_mod_Deg-2-ed_hHBB,PSU,4.000000,12,8, 0.41671, 0.31914,642.19791,494.39862,147.79929, 0.00000,157.78289
hHBB_10419549_BugacMan's_Lost_LD+finetuning_mod_Deg-2-ed_hHBB,PSU,5.000000,12,9, 0.35481, 0.27173,668.97311,521.60930,147.36381, 0.00000,141.73714
hHBB_10419549_BugacMan's_Lost_LD+finetuning_mod_Deg-2-ed_hHBB,PSU,18.000000,12,10, 0.00838, 0.00642,611.54952,464.80032,146.74919, 0.00000, 2.98288
hHBB_10419549_BugacMan's_Lost_LD+finetuning_mod_Deg-2-ed_hHBB,PSU,24.000000,12,11,-0.00379,-0.00291,655.22605,511.58806,143.63799, 0.00000,-1.48648
hHBB_10415488_RLT-10_hHBB,PSU,0.000000,13,2, 1.00000, 0.87795,460.76589,363.31152,97.45437, 0.00000,318.97110
hHBB_10415488_RLT-10_hHBB,PSU,0.500000,13,3, 0.87066, 0.76440,550.53040,452.86047,97.66993, 0.00000,346.16477
hHBB_10415488_RLT-10_hHBB,PSU,1.000000,13,4, 0.74496, 0.65404,616.94316,517.39002,99.55314, 0.00000,338.39348
hHBB_10415488_RLT-10_hHBB,PSU,1.500000,13,5, 0.64895, 0.56975,656.83302,559.32013,97.51288, 0.00000,318.67158
hHBB_10415488_RLT-10_hHBB,PSU,2.000000,13,6, 0.57337, 0.50339,537.67796,440.23004,97.44792, 0.00000,221.60704
hHBB_10415488_RLT-10_hHBB,PSU,3.000000,13,7, 0.53801, 0.47235,482.61398,393.01186,89.60212, 0.00000,185.63902
hHBB_10415488_RLT-10_hHBB,PSU,4.000000,13,8, 0.43070, 0.37814,489.47689,399.18675,90.29014, 0.00000,150.94778
hHBB_10415488_RLT-10_hHBB,PSU,5.000000,13,9, 0.35808, 0.31438,496.50775,407.91314,88.59461, 0.00000,128.23979
hHBB_10415488_RLT-10_hHBB,PSU,18.000000,13,10, 0.00613, 0.00538,546.90285,459.51869,87.38415, 0.00000, 2.47255
hHBB_10415488_RLT-10_hHBB,PSU,24.000000,13,11,-0.01314,-0.01154,569.65837,484.09369,85.56468, 0.00000,-5.58510
hHBB_10419522_12_hHBB,PSU,0.000000,14,2, 1.00000, 0.78854,665.90504,519.03325,146.87179, 0.00000,409.27707
hHBB_10419522_12_hHBB,PSU,0.500000,14,3, 0.79718, 0.62861,769.15643,620.73352,148.42291, 0.00000,390.19802
hHBB_10419522_12_hHBB,PSU,1.000000,14,4, 0.60732, 0.47890,719.27384,567.71819,151.55564, 0.00000,271.87795
hHBB_10419522_12_hHBB,PSU,1.500000,14,5, 0.46872, 0.36960,774.83553,622.20924,152.62629, 0.00000,229.96900
hHBB_10419522_12_hHBB,PSU,2.000000,14,6, 0.36664, 0.28911,641.40519,488.13881,153.26638, 0.00000,141.12642
hHBB_10419522_12_hHBB,PSU,3.000000,14,7, 0.25535, 0.20136,618.34919,471.56904,146.78015, 0.00000,94.95301
hHBB_10419522_12_hHBB,PSU,4.000000,14,8, 0.15588, 0.12291,534.86199,387.24275,147.61924, 0.00000,47.59773
hHBB_10419522_12_hHBB,PSU,5.000000,14,9, 0.09375, 0.07392,650.33275,499.96585,150.36690, 0.00000,36.95861
hHBB_10419522_12_hHBB,PSU,18.000000,14,10, 0.01069, 0.00843,535.07165,386.61321,148.45844, 0.00000, 3.25760
hHBB_10419522_12_hHBB,PSU,24.000000,14,11, 0.00248, 0.00195,523.48478,377.57466,145.91012, 0.00000, 0.73814
hHBB_10409421_BugacMan's_Worm_refined_Kagglestyle_hHBB,PSU,0.000000,15,2, 1.00000, 0.78452,584.72578,474.36294,110.36284, 0.00000,372.14502
hHBB_10409421_BugacMan's_Worm_refined_Kagglestyle_hHBB,PSU,0.500000,15,3, 0.82578, 0.64784,688.26993,578.29296,109.97697, 0.00000,374.64053
hHBB_10409421_BugacMan's_Worm_refined_Kagglestyle_hHBB,PSU,1.000000,15,4, 0.73773, 0.57876,679.23142,568.40080,110.83062, 0.00000,328.96982
hHBB_10409421_BugacMan's_Worm_refined_Kagglestyle_hHBB,PSU,1.500000,15,5, 0.55809, 0.43783,677.24340,562.03491,115.20848, 0.00000,246.07505
hHBB_10409421_BugacMan's_Worm_refined_Kagglestyle_hHBB,PSU,2.000000,15,6, 0.48667, 0.38180,708.23894,593.56045,114.67849, 0.00000,226.61964
hHBB_10409421_BugacMan's_Worm_refined_Kagglestyle_hHBB,PSU,3.000000,15,7, 0.39477, 0.30970,621.17620,515.66843,105.50777, 0.00000,159.70233
hHBB_10409421_BugacMan's_Worm_refined_Kagglestyle_hHBB,PSU,4.000000,15,8, 0.30820, 0.24179,687.27054,582.45181,104.81872, 0.00000,140.83091
hHBB_10409421_BugacMan's_Worm_refined_Kagglestyle_hHBB,PSU,5.000000,15,9, 0.29029, 0.22774,611.52542,507.58398,103.94144, 0.00000,115.59523
hHBB_10409421_BugacMan's_Worm_refined_Kagglestyle_hHBB,PSU,18.000000,15,10,-0.00684,-0.00537,640.80942,535.89940,104.91003, 0.00000,-2.87513
hHBB_10409421_BugacMan's_Worm_refined_Kagglestyle_hHBB,PSU,24.000000,15,11,-0.01790,-0.01404,597.84421,495.98181,101.86240, 0.00000,-6.96568
hHBB_10396597_Astros-Brourd-Eli-mod3_hHBB,PSU,0.000000,16,2, 1.00000, 0.76619,729.48191,566.88517,162.59675, 0.00000,434.34267
hHBB_10396597_Astros-Brourd-Eli-mod3_hHBB,PSU,0.500000,16,3, 0.75809, 0.58084,773.59522,608.38001,165.21521, 0.00000,353.37333
hHBB_10396597_Astros-Brourd-Eli-mod3_hHBB,PSU,1.000000,16,4, 0.62757, 0.48084,751.70493,583.68822,168.01670, 0.00000,280.66216
hHBB_10396597_Astros-Brourd-Eli-mod3_hHBB,PSU,1.500000,16,5, 0.49260, 0.37743,717.12699,546.21197,170.91502, 0.00000,206.15576
hHBB_10396597_Astros-Brourd-Eli-mod3_hHBB,PSU,2.000000,16,6, 0.43815, 0.33570,650.94455,472.93633,178.00822, 0.00000,158.76698
hHBB_10396597_Astros-Brourd-Eli-mod3_hHBB,PSU,3.000000,16,7, 0.26001, 0.19922,665.23512,500.82463,164.41049, 0.00000,99.77421
hHBB_10396597_Astros-Brourd-Eli-mod3_hHBB,PSU,4.000000,16,8, 0.20820, 0.15952,666.08244,500.55420,165.52824, 0.00000,79.84854
hHBB_10396597_Astros-Brourd-Eli-mod3_hHBB,PSU,5.000000,16,9, 0.16216, 0.12425,707.84145,541.93652,165.90493, 0.00000,67.33445
hHBB_10396597_Astros-Brourd-Eli-mod3_hHBB,PSU,18.000000,16,10, 0.00302, 0.00231,641.00169,476.09640,164.90530, 0.00000, 1.10197
hHBB_10396597_Astros-Brourd-Eli-mod3_hHBB,PSU,24.000000,16,11, 0.00025, 0.00019,701.35845,536.20833,165.15012, 0.00000, 0.10121
hHBB_10422723_Ribotree_Random_degscoreall_1_hHBB,PSU,0.000000,17,2, 1.00000, 0.72339,532.67217,420.11347,112.55870, 0.00000,303.90543
hHBB_10422723_Ribotree_Random_degscoreall_1_hHBB,PSU,0.500000,17,3, 0.79469, 0.57487,558.78686,447.16533,111.62152, 0.00000,257.06175
hHBB_10422723_Ribotree_Random_degscoreall_1_hHBB,PSU,1.000000,17,4, 0.63626, 0.46026,589.66364,478.24940,111.41424, 0.00000,220.12145
hHBB_10422723_Ribotree_Random_degscoreall_1_hHBB,PSU,1.500000,17,5, 0.56086, 0.40572,564.13219,448.60791,115.52428, 0.00000,182.00757
hHBB_10422723_Ribotree_Random_degscoreall_1_hHBB,PSU,2.000000,17,6, 0.48680, 0.35215,607.88437,495.10001,112.78436, 0.00000,174.34819
hHBB_10422723_Ribotree_Random_degscoreall_1_hHBB,PSU,3.000000,17,7, 0.30633, 0.22159,647.10950,537.28945,109.82005, 0.00000,119.06044
hHBB_10422723_Ribotree_Random_degscoreall_1_hHBB,PSU,4.000000,17,8, 0.21566, 0.15600,573.46482,464.67589,108.78893, 0.00000,72.49109
hHBB_10422723_Ribotree_Random_degscoreall_1_hHBB,PSU,5.000000,17,9, 0.24722, 0.17884,636.06880,530.51243,105.55637, 0.00000,94.87550
hHBB_10422723_Ribotree_Random_degscoreall_1_hHBB,PSU,18.000000,17,10,-0.02682,-0.01940,578.49532,476.05241,102.44292, 0.00000,-9.23443
hHBB_10422723_Ribotree_Random_degscoreall_1_hHBB,PSU,24.000000,17,11,-0.02364,-0.01710,603.02579,499.13573,103.89006, 0.00000,-8.53610
hHBB_10422744_Ribotree_Random_degscore_1_hHBB,PSU,0.000000,18,2, 1.00000, 0.70271,496.36126,357.64268,138.71858, 0.00000,251.31905
hHBB_10422744_Ribotree_Random_degscore_1_hHBB,PSU,0.500000,18,3, 0.78834, 0.55397,480.97257,343.66932,137.30324, 0.00000,190.38357
hHBB_10422744_Ribotree_Random_degscore_1_hHBB,PSU,1.000000,18,4, 0.61391, 0.43140,588.51385,449.34332,139.17054, 0.00000,193.84737
hHBB_10422744_Ribotree_Random_degscore_1_hHBB,PSU,1.500000,18,5, 0.51732, 0.36353,683.27062,540.66051,142.61012, 0.00000,196.54373
hHBB_10422744_Ribotree_Random_degscore_1_hHBB,PSU,2.000000,18,6, 0.42721, 0.30021,805.49396,664.33351,141.16045, 0.00000,199.43812
