Time,Value,Timepoint
24.15,2.97E-02,0
24.2,0.0609773,0
24.25,6.55E-02,0
24.3,8.23E-02,0
24.35,9.00E-02,0
24.4,6.95E-02,0
24.45,5.90E-02,0
24.5,4.73E-02,0
24.55,4.22E-02,0
24.6,3.01E-02,0
24.65,2.79E-03,0
24.7,2.23E-02,0
24.75,5.61E-02,0
24.8,8.53E-02,0
24.85,0.101113,0
24.9,0.1006026,0
24.95,8.13E-02,0
25,4.62E-02,0
25.05,9.51E-03,0
25.1,1.60E-02,0
25.15,0.0230741,0
25.2,0.0285775,0
25.25,4.26E-02,0
25.3,6.41E-02,0
25.35,8.57E-02,0
25.4,0.1043802,0
25.45,0.1019836,0
25.5,9.48E-02,0
25.55,8.74E-02,0
25.6,9.54E-02,0
25.65,9.90E-02,0
25.7,0.1038503,0
25.75,0.1110295,0
25.8,0.1139818,0
25.85,0.113704,0
25.9,0.1138824,0
25.95,0.1312604,0
26,0.1506278,0
26.05,0.1525746,0
26.1,0.1549304,0
26.15,0.1441985,0
26.2,0.1148873,0
26.25,8.98E-02,0
26.3,8.26E-02,0
26.35,8.68E-02,0
26.4,9.17E-02,0
26.45,8.68E-02,0
26.5,8.64E-02,0
26.55,7.57E-02,0
26.6,6.98E-02,0
26.65,7.33E-02,0
26.7,7.52E-02,0
26.75,7.67E-02,0
26.8,6.93E-02,0
26.85,0.0560037,0
26.9,5.25E-02,0
26.95,6.98E-02,0
27,9.95E-02,0
27.05,0.1192657,0
27.1,0.1248348,0
27.15,0.1124006,0
27.2,8.56E-02,0
27.25,7.18E-02,0
27.3,8.42E-02,0
27.35,0.1191892,0
27.4,0.1418957,0
27.45,0.155433,0
27.5,0.1831109,0
27.55,0.2219583,0
27.6,0.2563355,0
27.65,0.2894084,0
27.7,0.3004119,0
27.75,0.2919459,0
27.8,0.2816401,0
27.85,0.2932755,0
27.9,0.320966,0
27.95,0.3183803,0
28,0.3067429,0
28.05,0.3157087,0
28.1,0.3315749,0
28.15,0.3502998,0
28.2,0.3572339,0
28.25,0.352629,0
28.3,0.3319802,0
28.35,0.3172638,0
28.4,0.3366232,0
28.45,0.3601745,0
28.5,0.3775204,0
28.55,0.3979325,0
28.6,0.4200187,0
28.65,0.4491966,0
28.7,0.5201436,0
28.75,0.6742998,0
28.8,0.9611496,0
28.85,1.44342,0
28.9,2.174236,0
28.95,3.110744,0
29,4.182727,0
29.05,5.265991,0
29.1,6.206319,0
29.15,6.928739,0
29.2,7.372521,0
29.25,7.499655,0
29.3,7.305047,0
29.35,6.810532,0
29.4,6.13429,0
29.45,5.360044,0
29.5,4.577355,0
29.55,3.872874,0
29.6,3.281465,0
29.65,2.81621,0
29.7,2.451824,0
29.75,2.175095,0
29.8,1.978188,0
29.85,1.816517,0
29.9,1.658197,0
29.95,1.535274,0
30,1.441202,0
30.05,1.354869,0
30.1,1.27517,0
30.15,1.196944,0
30.2,1.108239,0
30.25,1.02013,0
30.3,0.9700189,0
30.35,0.962713,0
30.4,0.9314122,0
30.45,0.886867,0
30.5,0.8282045,0
30.55,0.7396265,0
30.6,0.65441,0
30.65,0.6023161,0
30.7,0.5815974,0
30.75,0.5726582,0
30.8,0.5477903,0
30.85,0.5169747,0
30.9,0.4747381,0
30.95,0.4473992,0
31,0.4395143,0
31.05,0.4360321,0
31.1,0.4368725,0
31.15,0.4429116,0
31.2,0.4469975,0
31.25,0.4578436,0
31.3,0.4845259,0
31.35,0.5052779,0
31.4,0.5052254,0
31.45,0.5170346,0
31.5,0.566519,0
31.55,0.6105089,0
31.6,0.6385215,0
31.65,0.6435244,0
31.7,0.6276866,0
31.75,0.6071168,0
31.8,0.5902498,0
31.85,0.5846676,0
31.9,0.6000293,0
31.95,0.6135439,0
32,0.620929,0
32.05,0.6295578,0
32.1,0.6302233,0
32.15,0.6465872,0
32.2,0.6489635,0
32.25,0.6533699,0
32.3,0.6666839,0
32.35,0.6575206,0
32.4,0.6447025,0
32.45,0.6331347,0
32.5,0.6184239,0
32.55,0.6139272,0
32.6,0.6080559,0
32.65,0.6470737,0
32.7,0.6783053,0
32.75,0.7214661,0
32.8,0.7513877,0
32.85,0.7845134,0
32.9,0.8181188,0
32.95,0.8436501,0
33,0.8893659,0
33.05,0.920491,0
33.1,0.9092146,0
33.15,0.9162606,0
33.2,0.9278018,0
33.25,0.9579337,0
33.3,0.984969,0
33.35,1.002377,0
33.4,1.033895,0
33.45,1.073084,0
33.5,1.084228,0
33.55,1.085154,0
33.6,1.079992,0
33.65,1.089227,0
33.7,1.115809,0
33.75,1.124504,0
33.8,1.149787,0
33.85,1.201032,0
33.9,1.209884,0
33.95,1.225831,0
34,1.242958,0
34.05,1.282795,0
34.1,1.291783,0
34.15,1.326034,0
34.2,1.363435,0
34.25,1.393813,0
34.3,1.385522,0
34.35,1.414447,0
34.4,1.443406,0
34.45,1.50047,0
34.5,1.553146,0
34.55,1.644748,0
34.6,1.685316,0
34.65,1.702101,0
34.7,1.720195,0
34.75,1.76198,0
34.8,1.804018,0
34.85,1.854284,0
34.9,1.873599,0
34.95,1.862505,0
35,1.831272,0
35.05,1.842012,0
35.1,1.88084,0
35.15,1.922091,0
35.2,1.948398,0
35.25,1.97053,0
35.3,1.958287,0
35.35,1.946881,0
35.4,1.942172,0
35.45,1.954015,0
35.5,1.95647,0
35.55,1.975354,0
35.6,1.979685,0
35.65,2.012367,0
35.7,2.029718,0
35.75,2.089503,0
35.8,2.155508,0
35.85,2.23101,0
35.9,2.265918,0
35.95,2.271702,0
36,2.331962,0
36.05,2.468686,0
36.1,2.638216,0
36.15,2.949134,0
36.2,3.355319,0
36.25,3.767595,0
36.3,4.214924,0
36.35,4.758876,0
36.4,5.439078,0
36.45,6.2295,0
36.5,7.101274,0
36.55,7.982547,0
36.6,8.82912,0
36.65,9.672347,0
36.7,10.43499,0
36.75,11.15768,0
36.8,11.86218,0
36.85,12.41914,0
36.9,12.79371,0
36.95,13.0073,0
37,13.10299,0
37.05,13.15577,0
37.1,13.08842,0
37.15,12.98721,0
37.2,12.7831,0
37.25,12.47777,0
37.3,12.09482,0
37.35,11.62749,0
37.4,11.06432,0
37.45,10.4977,0
37.5,9.906402,0
37.55,9.37432,0
37.6,8.844763,0
37.65,8.356642,0
37.7,7.848152,0
37.75,7.31198,0
37.8,6.758594,0
37.85,6.23624,0
37.9,5.736678,0
37.95,5.290075,0
38,4.874549,0
38.05,4.509219,0
38.1,4.169069,0
38.15,3.871189,0
38.2,3.610231,0
38.25,3.345442,0
38.3,3.069071,0
38.35,2.769032,0
38.4,2.450652,0
38.45,2.144385,0
38.5,1.89095,0
38.55,1.682959,0
38.6,1.521301,0
38.65,1.411516,0
38.7,1.339843,0
38.75,1.269896,0
38.8,1.198591,0
38.85,1.138919,0
38.9,1.072277,0
38.95,0.9717265,0
39,0.8800713,0
39.05,0.8094875,0
39.1,0.7403999,0
39.15,0.6769698,0
39.2,0.6239429,0
39.25,0.579331,0
39.3,0.5341792,0
39.35,0.5032404,0
39.4,0.4935979,0
39.45,0.4723836,0
39.5,0.4489244,0
39.55,0.4358135,0
39.6,0.41953,0
39.65,0.3982374,0
39.7,0.3708244,0
39.75,0.3521188,0
39.8,0.3290642,0
39.85,0.3163424,0
39.9,0.3245553,0
39.95,0.3376459,0
40,0.3547825,0
40.05,0.3721362,0
40.1,0.3920202,0
40.15,0.4021598,0
40.2,0.3920678,0
40.25,0.3599031,0
40.3,0.3147504,0
40.35,0.2783467,0
40.4,0.24285,0
40.45,0.2276413,0
40.5,0.2145047,0
40.55,0.203113,0
40.6,0.2057573,0
40.65,0.2040841,0
40.7,0.2242887,0
40.75,0.2494278,0
40.8,0.271003,0
40.85,0.2705673,0
40.9,0.2395488,0
40.95,0.2099551,0
41,0.1859208,0
41.05,0.1449557,0
41.1,9.57E-02,0
41.15,4.73E-02,0
41.2,1.30E-02,0
41.25,-8.80E-03,0
41.3,2.11E-03,0
41.35,1.49E-02,0
41.4,1.59E-02,0
41.45,-1.38E-02,0
41.5,-3.95E-02,0
41.55,-4.19E-02,0
41.6,-4.91E-02,0
41.65,-4.12E-02,0
41.7,-6.48E-03,0
41.75,1.44E-02,0
41.8,1.27E-02,0
41.85,2.92E-03,0
41.9,-5.11E-03,0
41.95,-0.0251652,0
42,-3.29E-02,0
42.05,-7.76E-03,0
42.1,1.89E-02,0
42.15,2.66E-02,0
42.2,8.06E-03,0
42.25,-9.18E-03,0
42.3,-1.19E-02,0
42.35,-1.24E-02,0
42.4,1.17E-02,0
42.45,0.0294845,0
42.5,0.0231405,0
42.55,0.0115107,0
42.6,9.87E-03,0
42.65,0.0051253,0
42.7,1.85E-02,0
42.75,4.07E-02,0
42.8,6.42E-02,0
42.85,7.27E-02,0
42.9,7.82E-02,0
42.95,0.092365,0
43,8.04E-02,0
43.05,5.97E-02,0
43.1,7.32E-02,0
43.15,8.09E-02,0
43.2,9.35E-02,0
43.25,7.85E-02,0
43.3,6.28E-02,0
43.35,5.60E-02,0
43.4,2.77E-02,0
43.45,3.62E-03,0
43.5,1.23E-02,0
43.55,1.54E-02,0
43.6,1.98E-02,0
43.65,1.78E-02,0
43.7,4.20E-02,0
43.75,7.39E-02,0
43.8,0.122098,0
43.85,0.1597373,0
43.9,0.1921097,0
43.95,0.1971576,0
44,0.1843758,0
44.05,0.1789322,0
44.1,0.1720959,0
44.15,0.1717894,0
44.2,0.1720015,0
44.25,0.1777163,0
44.3,0.1851887,0
44.35,0.1679866,0
44.4,0.1494716,0
44.45,0.1251562,0
44.5,0.1083901,0
44.55,9.86E-02,0
44.6,8.05E-02,0
44.65,9.31E-02,0
44.7,7.99E-02,0
44.75,0.0522934,0
44.8,4.21E-02,0
44.85,1.27E-02,0
44.9,1.93E-03,0
44.95,-1.24E-03,0
45,1.33E-02,0
45.05,4.84E-02,0
45.1,5.89E-02,0
45.15,4.65E-02,0
45.2,4.35E-02,0
45.25,-7.44E-04,0
45.3,-2.15E-02,0
45.35,-3.68E-02,0
45.4,-4.47E-02,0
45.45,-3.44E-02,0
45.5,-4.35E-02,0
45.55,-4.03E-02,0
45.6,-2.48E-02,0
45.65,-2.28E-02,0
45.7,1.53E-02,0
45.75,1.09E-02,0
45.8,-2.53E-03,0
45.85,-1.79E-03,0
45.9,-0.0178271,0
45.95,-2.60E-02,0
46,-4.68E-02,0
46.05,-5.52E-02,0
46.1,-6.45E-02,0
46.15,-8.64E-02,0
46.2,-7.84E-02,0
46.25,-6.27E-02,0
46.3,-5.34E-02,0
46.35,-0.0315796,0
46.4,-8.12E-03,0
46.45,2.58E-02,0
46.5,2.27E-02,0
46.55,3.70E-03,0
46.6,-1.80E-02,0
46.65,-3.83E-02,0
46.7,-4.69E-02,0
46.75,-0.0593533,0
46.8,-6.30E-02,0
46.85,-5.11E-02,0
46.9,-0.0478887,0
46.95,-3.67E-02,0
47,-0.0315934,0
47.05,-3.05E-02,0
47.1,-0.0319308,0
47.15,-4.90E-02,0
47.2,-5.04E-02,0
47.25,-5.00E-02,0
47.3,-4.06E-02,0
47.35,-4.37E-02,0
47.4,-3.91E-02,0
47.45,-4.60E-02,0
47.5,-4.87E-02,0
47.55,-0.0544934,0
47.6,-6.49E-02,0
47.65,-0.0668251,0
47.7,-5.15E-02,0
47.75,-2.18E-02,0
47.8,9.52E-03,0
47.85,0.0192677,0
47.9,1.39E-02,0
47.95,-1.27E-02,0
48,-3.37E-02,0
48.05,-2.88E-02,0
48.1,-1.37E-02,0
48.15,-1.85E-02,0
48.2,-3.94E-02,0
48.25,-7.18E-02,0
48.3,-0.1095863,0
48.35,-0.1387835,0
48.4,-0.1311162,0
48.45,-0.1154064,0
48.5,-0.121579,0
48.55,-0.1409598,0
48.6,-0.1454044,0
48.65,-0.1400276,0
48.7,-0.1381791,0
48.75,-0.1342998,0
48.8,-0.124141,0
48.85,-0.1313389,0
48.9,-0.1498895,0
48.95,-0.1752428,0
49,-0.1752062,0
49.05,-0.1691225,0
49.1,-0.1667011,0
49.15,-0.156515,0
49.2,-0.1448584,0
49.25,-0.1442498,0
49.3,-0.1564435,0
49.35,-0.1622909,0
49.4,-0.1435479,0
49.45,-0.1421347,0
49.5,-0.1626049,0
49.55,-0.1636071,0
49.6,-0.1574616,0
49.65,-0.1658777,0
49.7,-0.1708151,0
49.75,-0.1830845,0
49.8,-0.2008784,0
49.85,-0.2134318,0
49.9,-0.215295,0
49.95,-0.1881974,0
50,-0.1678522,0
50.05,-0.17644,0
50.1,-0.2032729,0
50.15,-0.2452549,0
50.2,-0.2753646,0
50.25,-0.2876093,0
50.3,-0.2804438,0
50.35,-0.2450845,0
50.4,-0.2173475,0
50.45,-0.2094447,0
50.5,-0.2090565,0
50.55,-0.2153165,0
50.6,-0.220055,0
50.65,-0.2164782,0
50.7,-0.2072851,0
50.75,-0.2045717,0
50.8,-0.2104772,0
50.85,-0.2201995,0
50.9,-0.2278754,0
50.95,-0.2312202,0
51,-0.2382915,0
51.05,-0.2529332,0
51.1,-0.2671533,0
51.15,-0.2789652,0
51.2,-0.2842441,0
51.25,-0.2837656,0
51.3,-0.2681423,0
51.35,-0.2499647,0
51.4,-0.2422062,0
51.45,-0.2339612,0
51.5,-0.2222133,0
51.55,-0.2139447,0
51.6,-0.2098812,0
51.65,-0.2079304,0
51.7,-0.1982176,0
51.75,-0.2008872,0
51.8,-0.2018361,0
51.85,-0.1733144,0
51.9,-0.1458671,0
51.95,-0.1343011,0
52,-0.1364972,0
52.05,-0.1300854,0
52.1,-0.1279769,0
52.15,-0.1194913,0
52.2,-0.1150229,0
52.25,-0.1459271,0
52.3,-0.1871901,0
52.35,-0.2064413,0
52.4,-0.2028139,0
52.45,-0.181128,0
52.5,-0.1434991,0
52.55,-0.0960179,0
52.6,-8.09E-02,0
52.65,-0.1030345,0
52.7,-0.1350637,0
52.75,-0.158241,0
52.8,-0.1599631,0
52.85,-0.1255194,0
52.9,-7.21E-02,0
52.95,-4.55E-02,0
53,-6.04E-02,0
53.05,-0.1069078,0
53.1,-0.1361103,0
53.15,-0.1508769,0
53.2,-0.1603011,0
53.25,-0.1617398,0
53.3,-0.1880929,0
53.35,-0.2196442,0
53.4,-0.2637723,0
53.45,-0.2691981,0
53.5,-0.2474283,0
53.55,-0.2366832,0
53.6,-0.2192884,0
53.65,-0.2103885,0
53.7,-0.2215971,0
53.75,-0.2045527,0
53.8,-0.1899961,0
53.85,-0.1556468,0
53.9,-0.1397868,0
53.95,-0.1452764,0
54,-0.15323,0
54.05,-0.1602301,0
54.1,-0.1629957,0
54.15,-0.1608268,0
54.2,-0.1786211,0
54.25,-0.1819848,0
54.3,-0.1797242,0
54.35,-0.1770129,0
54.4,-0.1704411,0
54.45,-0.1631599,0
54.5,-0.1756039,0
54.55,-0.1855627,0
54.6,-0.2003965,0
54.65,-0.2046246,0
54.7,-0.1900038,0
54.75,-0.1633366,0
54.8,-0.1544391,0
54.85,-0.1590462,0
54.9,-0.1822754,0
54.95,-0.1790207,0
55,-0.1743945,0
55.05,-0.1672165,0
55.1,-0.1757356,0
55.15,-0.2129401,0
55.2,-0.2617094,0
55.25,-0.297248,0
55.3,-0.3141384,0
55.35,-0.2958512,0
55.4,-0.2783444,0
55.45,-0.2482861,0
55.5,-0.2299777,0
55.55,-0.2086487,0
55.6,-0.2076332,0
55.65,-0.2217235,0
55.7,-0.237029,0
55.75,-0.2445544,0
55.8,-0.2415624,0
55.85,-0.2113864,0
55.9,-0.1812728,0
55.95,-0.1253095,0
56,-0.1283531,0
56.05,-0.1296176,0
56.1,-0.1684167,0
56.15,-0.2070245,0
56.2,-0.219232,0
56.25,-0.1974091,0
56.3,-0.1775083,0
56.35,-0.148991,0
56.4,-0.1375157,0
56.45,-0.1274112,0
56.5,-0.128417,0
56.55,-0.1170756,0
56.6,-0.1327891,0
56.65,-0.1565594,0
56.7,-0.1918938,0
56.75,-0.2127851,0
56.8,-0.2277128,0
56.85,-0.2183104,0
56.9,-0.2019366,0
56.95,-0.1982145,0
57,-0.210457,0
57.05,-0.2450463,0
57.1,-0.2723512,0
57.15,-0.2776721,0
57.2,-0.2903624,0
57.25,-0.2661446,0
57.3,-0.2668665,0
57.35,-0.253555,0
57.4,-0.2587498,0
57.45,-0.2510333,0
57.5,-0.2384448,0
57.55,-0.2391527,0
57.6,-0.2579595,0
57.65,-0.2697228,0
57.7,-0.285406,0
57.75,-0.2540947,0
57.8,-0.2314619,0
57.85,-0.20015,0
57.9,-0.1761265,0
57.95,-0.1610395,0
58,-0.1406242,0
58.05,-0.1349328,0
58.1,-0.1371492,0
58.15,-0.1576982,0
58.2,-0.1882224,0
58.25,-0.2018416,0
58.3,-0.197767,0
58.35,-0.176113,0
58.4,-0.1383754,0
58.45,-0.1143107,0
58.5,-0.1261899,0
58.55,-0.155348,0
58.6,-0.1771776,0
58.65,-0.1806738,0
58.7,-0.1569974,0
58.75,-0.1204334,0
58.8,-0.1042454,0
58.85,-0.114144,0
58.9,-0.1331127,0
58.95,-0.143954,0
59,-0.1563909,0
59.05,-0.156077,0
59.1,-0.1323992,0
59.15,-0.1257082,0
59.2,-0.1387424,0
59.25,-0.1545247,0
59.3,-0.1420552,0
59.35,-0.1327605,0
59.4,-0.1182831,0
59.45,-9.87E-02,0
59.5,-8.00E-02,0
59.55,-8.48E-02,0
59.6,-9.83E-02,0
59.65,-0.1094285,0
59.7,-0.1267511,0
59.75,-0.1685733,0
59.8,-0.1947643,0
59.85,-0.2086728,0
59.9,-0.1961543,0
59.95,-0.1655679,0
60,-0.1525583,0
60.05,-0.1462525,0
60.1,-0.151093,0
60.15,-0.153543,0
60.2,-0.1551342,0
60.25,-0.1577111,0
60.3,-0.160021,0
60.35,-0.1741584,0
60.4,-0.197984,0
60.45,-0.2238839,0
60.5,-0.2413606,0
60.55,-0.2473297,0
60.6,-0.2401419,0
60.65,-0.2239991,0
60.7,-0.2185844,0
60.75,-0.2188423,0
60.8,-0.2300972,0
60.85,-0.2501916,0
60.9,-0.2586541,0
60.95,-0.2637308,0
61,-0.2620519,0
61.05,-0.2616023,0
61.1,-0.268017,0
61.15,-0.2654489,0
61.2,-0.2576083,0
61.25,-0.25587,0
61.3,-0.259505,0
61.35,-0.2714294,0
61.4,-0.2833459,0
61.45,-0.2875683,0
61.5,-0.2908025,0
61.55,-0.2841388,0
61.6,-0.269219,0
61.65,-0.2458345,0
61.7,-0.2234827,0
61.75,-0.2130064,0
61.8,-0.2087315,0
61.85,-0.2215526,0
61.9,-0.2384288,0
61.95,-0.2465102,0
62,-0.2548077,0
62.05,-0.2496951,0
62.1,-0.2355666,0
62.15,-0.2236586,0
62.2,-0.2214705,0
62.25,-0.2265654,0
62.3,-0.2246198,0
62.35,-0.2328101,0
62.4,-0.2441427,0
62.45,-0.2505461,0
62.5,-0.2671743,0
62.55,-0.2793414,0
62.6,-0.2723145,0
62.65,-0.2563742,0
62.7,-0.248764,0
62.75,-0.2507718,0
62.8,-0.2578793,0
62.85,-0.2697766,0
62.9,-0.2691347,0
62.95,-0.2577696,0
63,-0.2621284,0
63.05,-0.2770424,0
63.1,-0.2975209,0
63.15,-0.3126033,0
63.2,-0.3163082,0
63.25,-0.2986808,0
63.3,-0.2584648,0
63.35,-0.2226565,0
63.4,-0.2090212,0
63.45,-0.2161182,0
63.5,-0.23444,0
63.55,-0.2476795,0
63.6,-0.245392,0
63.65,-0.2304488,0
63.7,-0.1991003,0
63.75,-0.1740256,0
63.8,-0.1787302,0
63.85,-0.1868841,0
63.9,-0.1933686,0
63.95,-0.2051023,0
64,-0.2099415,0
64.05,-0.2149501,0
64.1,-0.2075909,0
64.15,-0.2104062,0
64.2,-0.2146794,0
64.25,-0.2088402,0
64.3,-0.2006587,0
64.35,-0.2158841,0
64.4,-0.2443758,0
64.45,-0.2622905,0
64.5,-0.2651039,0
64.55,-0.2562152,0
64.6,-0.2354343,0
64.65,-0.2192624,0
64.7,-0.2160151,0
64.75,-0.2324527,0
64.8,-0.2366269,0
64.85,-0.2322029,0
64.9,-0.2252144,0
64.95,-0.2196094,0
65,-0.2163472,0
65.05,-0.2360908,0
65.1,-0.2415786,0
65.15,-0.2504052,0
65.2,-0.251126,0
65.25,-0.2542679,0
65.3,-0.2654945,0
65.35,-0.2792557,0
65.4,-0.2874683,0
65.45,-0.2805969,0
65.5,-0.2610197,0
65.55,-0.2612163,0
65.6,-0.2647982,0
65.65,-0.2911282,0
65.7,-0.3137943,0
65.75,-0.3110484,0
65.8,-0.2993473,0
65.85,-0.2913074,0
65.9,-0.2735386,0
65.95,-0.2775269,0
66,-0.2886701,0
66.05,-0.2925648,0
66.1,-0.2947552,0
66.15,-0.288017,0
66.2,-0.2917364,0
66.25,-0.2971687,0
66.3,-0.288477,0
66.35,-0.2891907,0
66.4,-0.26185,0
66.45,-0.2484137,0
66.5,-0.2478691,0
66.55,-0.2721177,0
66.6,-0.3001474,0
66.65,-0.3187494,0
66.7,-0.3002404,0
66.75,-0.2810511,0
66.8,-0.2501032,0
66.85,-0.238362,0
66.9,-0.2386726,0
66.95,-0.2571514,0
67,-0.245767,0
67.05,-0.2543538,0
67.1,-0.2519269,0
67.15,-0.2632902,0
67.2,-0.2679414,0
67.25,-0.2739222,0
67.3,-0.2529123,0
67.35,-0.2310528,0
67.4,-0.2052798,0
67.45,-0.1800661,0
67.5,-0.1698456,0
67.55,-0.1644207,0
67.6,-0.1717282,0
67.65,-0.1671534,0
67.7,-0.1905004,0
67.75,-0.2279359,0
67.8,-0.2374502,0
67.85,-0.2172031,0
67.9,-0.2190289,0
67.95,-0.1992531,0
68,-0.1970978,0
68.05,-0.2095832,0
68.1,-0.2436209,0
68.15,-0.2468119,0
68.2,-0.2303288,0
68.25,-0.2265174,0
68.3,-0.2420998,0
68.35,-0.2432759,0
68.4,-0.2607484,0
68.45,-0.2620804,0
68.5,-0.2700805,0
68.55,-0.2660403,0
68.6,-0.2689216,0
68.65,-0.2781152,0
68.7,-0.2668968,0
68.75,-0.2501665,0
68.8,-0.2440316,0
68.85,-0.2272951,0
68.9,-0.2494173,0
68.95,-0.2502099,0
69,-0.2560868,0
69.05,-0.2572381,0
69.1,-0.2574982,0
69.15,-0.265439,0
69.2,-0.2545801,0
69.25,-0.2678286,0
69.3,-0.282316,0
69.35,-0.2876092,0
69.4,-0.2863471,0
69.45,-0.2756551,0
69.5,-0.274516,0
69.55,-0.2644614,0
69.6,-0.25411,0
69.65,-0.2609482,0
69.7,-0.2609482,0
69.75,-0.2609482,0
69.8,-0.2609482,0
69.85,-0.2609482,0
69.9,-0.2609482,0
69.95,-0.2609482,0
17,-0.5799282,0.5
17.05,-0.5606402,0.5
17.1,-0.5473301,0.5
17.15,-0.5698094,0.5
17.2,-0.5886503,0.5
17.25,-0.5960513,0.5
17.3,-0.620677,0.5
17.35,-0.6266112,0.5
17.4,-0.6416831,0.5
17.45,-0.6486701,0.5
17.5,-0.6492789,0.5
17.55,-0.6480976,0.5
17.6,-0.6440112,0.5
17.65,-0.6399246,0.5
17.7,-0.6531357,0.5
17.75,-0.6604536,0.5
17.8,-0.6699948,0.5
17.85,-0.6752942,0.5
17.9,-0.6868631,0.5
17.95,-0.7055877,0.5
18,-0.7139871,0.5
18.05,-0.7134601,0.5
18.1,-0.6904864,0.5
18.15,-0.6575861,0.5
18.2,-0.6352652,0.5
18.25,-0.6236606,0.5
18.3,-0.6250808,0.5
18.35,-0.6369935,0.5
18.4,-0.6395859,0.5
18.45,-0.6467286,0.5
18.5,-0.6275926,0.5
18.55,-0.6267126,0.5
18.6,-0.6339201,0.5
18.65,-0.6175219,0.5
18.7,-0.5897468,0.5
18.75,-0.5649338,0.5
18.8,-0.5306656,0.5
18.85,-0.4378721,0.5
18.9,-0.2042486,0.5
18.95,0.205892,0.5
19,0.7501075,0.5
19.05,1.276426,0.5
19.1,1.567335,0.5
19.15,1.485721,0.5
19.2,1.070155,0.5
19.25,0.4855133,0.5
19.3,-6.49E-02,0.5
19.35,-0.4408445,0.5
19.4,-0.6208783,0.5
19.45,-0.6692481,0.5
19.5,-0.6646692,0.5
