,Sample,Nucleotide,Timepoint,Plate,FileNumber,FileName,peak_nts,start_nt,end_nt,p4p6_area,background_area,total_area,subtracted_area,normalized_area
95,RNA-7,5mC,3.0,5,8,Eukaryote Total RNA Nano_2020-10-21_17-01-22_8_nts.csv,[ 23.37510542 882.95489917],782.9548991712395,982.9548991712395,244.09091525333665,165.722364442641,287.22293231760796,121.50056787496695,0.49776767705125013
96,RNA-7,5mC,4.0,5,9,Eukaryote Total RNA Nano_2020-10-21_17-01-22_9_nts.csv,[ 23.37510542 888.7226321 ],788.7226321043057,988.7226321043057,306.35181205211205,215.71672085618223,289.81747062116165,74.10074976497941,0.24188121907493235
97,RNA-7,5mC,5.0,5,10,Eukaryote Total RNA Nano_2020-10-21_17-01-22_10_nts.csv,[23.37510542],-76.6248945756721,123.3751054243279,265.16403023191305,25.081118516880068,146.6179151198653,121.53679660298523,0.45834571339366387
98,RNA-7,5mC,18.0,5,11,Eukaryote Total RNA Nano_2020-10-21_17-01-22_11_nts.csv,[23.37510542],-76.6248945756721,123.3751054243279,279.07578572015234,47.475084349191114,174.028362271981,126.55327792278987,0.4534727998569291
99,RNA-7,5mC,24.0,5,12,Eukaryote Total RNA Nano_2020-10-21_17-01-22_12_nts.csv,[23.37510542],-76.6248945756721,123.3751054243279,260.7625488834518,49.741486006539134,180.46058550307563,130.7190994965365,0.5012955275067571
100,RNA-7,PSU,0.0,11,1,Eukaryote Total RNA Nano_2020-10-22_11-19-17_1_nts.csv,[ 23.46520218 841.56354855],741.5635485520679,941.5635485520679,250.11733036786805,16.518433687141144,1053.074908329566,1036.5564746424247,4.144280898560193
101,RNA-7,PSU,0.5,11,2,Eukaryote Total RNA Nano_2020-10-22_11-19-17_2_nts.csv,[ 23.46520218 835.93415863],735.9341586294379,935.9341586294379,285.5762073230571,90.84147083168978,990.7643841915879,899.9229133598981,3.151253116622084
102,RNA-7,PSU,1.0,11,3,Eukaryote Total RNA Nano_2020-10-22_11-19-17_3_nts.csv,[ 23.46520218 841.56354855],741.5635485520679,941.5635485520679,331.69153628537333,145.76595065107065,1071.2810756500244,925.5151249989538,2.790288637943055
103,RNA-7,PSU,1.5,11,4,Eukaryote Total RNA Nano_2020-10-22_11-19-17_4_nts.csv,[ 23.46520218 835.93415863],735.9341586294379,935.9341586294379,340.8757972022696,158.3641552026937,1067.0969106250818,908.7327554223881,2.665876436170569
104,RNA-7,PSU,2.0,11,5,Eukaryote Total RNA Nano_2020-10-22_11-19-17_5_nts.csv,[ 23.46520218 835.93415863],735.9341586294379,935.9341586294379,359.79960117124455,173.47212983657272,1011.100892356165,837.6287625195923,2.328042498637812
105,RNA-7,PSU,3.0,11,6,Eukaryote Total RNA Nano_2020-10-22_11-19-17_6_nts.csv,[ 23.46520218 835.93415863],735.9341586294379,935.9341586294379,381.3400783065902,235.40786529960116,888.9526539894991,653.544788689898,1.7138109154224812
106,RNA-7,PSU,4.0,11,7,Eukaryote Total RNA Nano_2020-10-22_11-19-17_7_nts.csv,[ 23.46520218 824.74301468],724.7430146847258,924.7430146847258,402.713281611709,246.98732504537818,855.2283768906606,608.2410518452824,1.510357566085294
