,Sample,Nucleotide,Timepoint,Plate,FileNumber,FileName,peak_nts,start_nt,end_nt,p4p6_area,background_area,total_area,subtracted_area,normalized_area
108,RNA-7,PSU,18.0,11,9,Eukaryote Total RNA Nano_2020-10-22_11-19-17_9_nts.csv,[ 23.46520218 538.34400224],438.34400223544503,638.344002235445,384.12181828522125,292.973820047067,307.4011809034062,14.427360856339192,0.03755933708932532
109,RNA-7,PSU,24.0,11,10,Eukaryote Total RNA Nano_2020-10-22_11-19-17_10_nts.csv,[ 23.46520218 521.22739768],421.2273976820742,621.2273976820742,360.18577976118723,237.4347042694656,236.6949553135631,-0.7397489559025132,-0.0020537983381603417
110,RNA-8,5mC,0.0,6,1,Eukaryote Total RNA Nano_2020-10-21_17-06-53_1_nts.csv,[ 23.46689634 888.77298677],788.7729867654547,988.7729867654547,267.26523982846874,213.9033829510695,1536.927357162374,1323.0239742113044,4.95022837635161
111,RNA-8,5mC,0.5,6,2,Eukaryote Total RNA Nano_2020-10-21_17-06-53_2_nts.csv,[ 23.46689634 888.77298677],788.7729867654547,988.7729867654547,291.7744766258658,267.7874285265848,1314.3802889502404,1046.5928604236556,3.5869925036852077
112,RNA-8,5mC,1.0,6,3,Eukaryote Total RNA Nano_2020-10-21_17-06-53_3_nts.csv,[ 23.46689634 883.03614023],783.0361402263312,983.0361402263312,275.4062007627454,238.9682694849313,946.9923572185155,708.0240877335842,2.5708356811600144
113,RNA-8,5mC,1.5,6,4,Eukaryote Total RNA Nano_2020-10-21_17-06-53_4_nts.csv,[ 23.46689634 894.5317015 ],794.531701503529,994.531701503529,283.19729710874185,250.78660535173756,816.0530214490918,565.2664160973543,1.9960162821762517
114,RNA-8,5mC,2.0,6,5,Eukaryote Total RNA Nano_2020-10-21_17-06-53_5_nts.csv,[ 23.46689634 894.5317015 ],794.531701503529,994.531701503529,310.6933204103224,259.1421344334998,791.6065789749533,532.4644445414535,1.713794309572685
115,RNA-8,5mC,3.0,6,6,Eukaryote Total RNA Nano_2020-10-21_17-06-53_6_nts.csv,[ 23.46689634 888.77298677],788.7729867654547,988.7729867654547,320.86912337417766,261.14045546089636,652.9873944948321,391.8469390339357,1.2212048791525139
116,RNA-8,5mC,4.0,6,7,Eukaryote Total RNA Nano_2020-10-21_17-06-53_7_nts.csv,[ 23.46689634 888.77298677],788.7729867654547,988.7729867654547,299.0615818044768,248.22078937878814,481.7677485890305,233.54695921024233,0.7809326687870353
117,RNA-8,5mC,5.0,6,8,Eukaryote Total RNA Nano_2020-10-21_17-06-53_8_nts.csv,[ 23.46689634 888.77298677],788.7729867654547,988.7729867654547,318.4273096722296,237.5356267069153,400.86756354395635,163.33193683704104,0.512933193466243
118,RNA-8,5mC,18.0,6,9,Eukaryote Total RNA Nano_2020-10-21_17-06-53_9_nts.csv,[ 23.46689634 538.32424872],438.32424871983494,638.3242487198349,343.80140902332136,269.6639968899451,290.1506844088027,20.486687518857593,0.059588724714819026
119,RNA-8,5mC,24.0,6,10,Eukaryote Total RNA Nano_2020-10-21_17-06-53_10_nts.csv,[ 23.46689634 529.78607375],429.78607374934404,629.786073749344,438.13168762798665,332.9031933428371,358.63512346298086,25.731930120143772,0.05873104102434267
120,RNA-8,PSU,0.0,13,1,Eukaryote Total RNA Nano_2020-10-22_12-33-14_1_nts.csv,[ 23.45635273 870.94810419],770.9481041885075,970.9481041885075,186.62118938520348,105.10136735076176,1026.0313052847155,920.9299379339537,4.934755484989803
121,RNA-8,PSU,0.5,13,2,Eukaryote Total RNA Nano_2020-10-22_12-33-14_2_nts.csv,[ 23.45635273 870.94810419],770.9481041885075,970.9481041885075,151.54819154105905,104.41366781206804,635.2825570865577,530.8688892744897,3.5029707967888286
122,RNA-8,PSU,1.0,13,3,Eukaryote Total RNA Nano_2020-10-22_12-33-14_3_nts.csv,[ 23.45635273 876.66166507],776.6616650671054,976.6616650671054,205.24329815984999,121.88540298528235,823.4858635369645,701.6004605516822,3.4183842631745938
123,RNA-8,PSU,1.5,13,4,Eukaryote Total RNA Nano_2020-10-22_12-33-14_4_nts.csv,[ 23.45635273 882.39787056],782.3978705621339,982.3978705621339,154.11249285619155,119.86215073885484,653.118547294866,533.2563965560112,3.460176308053194
124,RNA-8,PSU,2.0,13,5,Eukaryote Total RNA Nano_2020-10-22_12-33-14_5_nts.csv,[ 23.45635273 876.66166507],776.6616650671054,976.6616650671054,196.66964587858757,94.48227484785978,725.1464727240569,630.6641978761971,3.206718530756559
125,RNA-8,PSU,3.0,13,6,Eukaryote Total RNA Nano_2020-10-22_12-33-14_6_nts.csv,[ 23.45635273 876.66166507],776.6616650671054,976.6616650671054,208.69074705019042,112.12871477327374,612.6884826768285,500.55976790355476,2.39857192989572
126,RNA-8,PSU,4.0,13,7,Eukaryote Total RNA Nano_2020-10-22_12-33-14_7_nts.csv,[ 23.45635273 876.66166507],776.6616650671054,976.6616650671054,232.8190074684091,120.9857041946886,570.3338240978594,449.3481199031708,1.930031936778797
127,RNA-8,PSU,5.0,13,8,Eukaryote Total RNA Nano_2020-10-22_12-33-14_8_nts.csv,[ 23.45635273 888.15674959],788.1567495910069,988.1567495910069,132.28444262283966,75.24661962980879,268.67784336037386,193.43122373056508,1.46223713004607
128,RNA-8,PSU,18.0,13,9,Eukaryote Total RNA Nano_2020-10-22_12-33-14_9_nts.csv,[ 23.45635273 521.26201363],421.2620136268895,621.2620136268895,254.56694023095062,200.8092203251938,197.47487716251504,-3.334343162678749,-0.013098099696895972
129,RNA-8,PSU,24.0,13,10,Eukaryote Total RNA Nano_2020-10-22_12-33-14_10_nts.csv,[ 23.45635273 521.26201363],421.2620136268895,621.2620136268895,322.8791873352348,283.0207364734493,290.0783162449214,7.057579771472092,0.02185826788564244
